LEPTOSPIROSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2014
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"280290 Itabaiana";-;-;-;-;-;-;-;1;-;-;-;-;1
"280350 Lagarto";-;-;-;-;-;-;-;1;-;-;-;-;1
"280480 Nossa Senhora do Socorro";-;-;-;-;-;-;-;-;-;1;-;-;1
"280670 São Cristóvão";-;-;-;-;1;-;-;-;-;-;-;-;1
"290570 Camaçari";-;1;1;-;-;-;-;-;-;-;-;-;2
"290650 Candeias";-;-;-;-;-;1;-;-;-;-;-;-;1
"291080 Feira de Santana";-;-;-;-;-;-;-;1;-;-;-;-;1
"291170 Guanambi";1;-;-;-;-;-;-;-;-;-;-;-;1
"291360 Ilhéus";1;-;3;3;4;2;-;2;-;-;-;1;16
"291480 Itabuna";1;-;1;3;2;1;1;-;2;1;-;2;14
"291800 Jequié";-;1;1;-;-;-;-;-;-;1;-;-;3
"291840 Juazeiro";-;1;-;-;-;-;-;-;-;-;-;-;1
"292530 Porto Seguro";-;-;-;-;-;-;1;-;-;-;-;-;1
"292700 Rio Real";-;1;-;-;-;1;-;-;-;-;-;-;2
"292740 Salvador";10;3;4;4;10;7;11;9;3;5;-;6;72
"293250 Una";1;-;-;-;-;-;-;-;-;-;1;-;2
"293290 Valença";1;-;1;-;-;-;-;-;-;-;-;-;2
"293330 Vitória da Conquista";-;-;-;-;2;-;-;1;-;-;-;-;3
"310020 Abaeté";-;-;-;-;-;-;-;-;-;1;-;-;1
"310160 Alfenas";-;-;-;-;-;1;-;-;-;-;-;-;1
"315350 Alto Jequitibá";3;-;-;-;-;-;-;-;-;-;-;-;3
"310560 Barbacena";-;-;1;-;-;-;-;-;-;-;-;-;1
"310620 Belo Horizonte";3;1;1;1;2;1;1;-;1;-;3;3;17
"310670 Betim";-;1;-;-;-;-;-;-;-;-;-;-;1
"310800 Bom Sucesso";-;-;-;-;-;-;-;-;-;-;-;1;1
"311160 Campos Gerais";-;-;-;-;-;-;-;-;-;-;1;-;1
"311530 Cataguases";-;-;-;1;-;-;-;-;-;-;-;-;1
"311830 Conselheiro Lafaiete";1;-;2;-;-;-;-;-;-;-;-;-;3
"311860 Contagem";1;1;1;-;-;-;-;-;-;-;-;-;3
"311930 Coromandel";-;-;-;-;-;-;-;-;-;1;-;-;1
"311940 Coronel Fabriciano";5;1;-;-;-;-;2;-;-;-;-;-;8
"311990 Córrego do Bom Jesus";-;-;-;-;-;-;-;-;-;-;1;-;1
"312230 Divinópolis";1;-;-;-;-;-;-;-;-;-;-;-;1
"312610 Formiga";-;-;-;-;-;-;-;-;-;-;1;-;1
"312770 Governador Valadares";4;1;-;-;-;-;-;-;-;-;-;-;5
"312870 Guaxupé";1;-;-;-;-;-;-;-;-;-;-;-;1
"312950 Ibiá";-;-;-;-;2;-;-;-;-;-;-;-;2
"313130 Ipatinga";-;-;-;-;-;-;-;-;-;1;-;-;1
"313170 Itabira";-;1;-;-;1;1;1;-;-;-;-;-;4
"313240 Itajubá";3;1;1;-;1;1;-;-;-;-;2;-;9
"313380 Itaúna";-;-;-;-;-;-;1;-;-;-;-;-;1
"313490 Jacutinga";-;-;-;1;-;-;-;-;1;-;-;1;3
"313505 Jaíba";-;-;-;1;-;-;-;-;-;-;-;-;1
"313670 Juiz de Fora";-;1;-;-;1;-;-;-;-;-;-;1;3
"313750 Lagoa Formosa";-;-;-;-;-;-;-;1;-;-;-;-;1
"313840 Leopoldina";3;-;-;-;-;-;-;-;-;-;-;-;3
"313940 Manhuaçu";-;-;-;-;-;1;-;-;-;1;-;-;2
"313950 Manhumirim";-;-;-;-;-;-;-;-;-;1;-;-;1
"314053 Martins Soares";-;-;-;1;-;-;-;-;-;-;-;-;1
"314350 Morada Nova de Minas";-;-;-;-;-;-;-;-;1;-;-;-;1
"314390 Muriaé";1;-;-;-;-;1;-;-;-;-;-;-;2
"314400 Mutum";1;-;-;-;-;1;-;-;-;-;-;-;2
"314480 Nova Lima";-;1;-;-;-;-;-;-;-;-;-;-;1
"314520 Nova Serrana";-;-;-;-;1;-;-;-;-;-;-;-;1
"314560 Oliveira";1;-;-;-;-;-;-;-;-;-;-;-;1
"314585 Oratórios";-;1;-;-;-;-;-;-;-;-;-;-;1
"314590 Ouro Branco";1;-;-;-;-;-;-;-;-;-;-;-;1
"314670 Palma";-;-;-;-;-;-;1;-;-;-;-;-;1
"314760 Passa Quatro";-;-;-;1;-;-;1;-;-;-;-;-;2
"314790 Passos";-;-;-;-;1;-;-;-;1;2;-;-;4
"314800 Patos de Minas";-;-;-;-;1;-;-;-;-;-;-;-;1
"314810 Patrocínio";-;-;-;-;1;1;-;-;1;-;-;-;3
"314910 Pedralva";1;-;-;-;-;-;-;-;-;-;-;-;1
"315150 Piumhi";1;-;-;-;-;-;-;-;-;-;-;-;1
"315210 Ponte Nova";1;-;1;-;-;-;-;-;-;-;-;-;2
"315250 Pouso Alegre";3;-;-;-;-;-;-;-;-;-;-;-;3
"315460 Ribeirão das Neves";1;-;-;-;-;-;-;-;-;-;-;-;1
"315670 Sabará";-;-;-;-;-;-;-;-;1;-;-;-;1
"316020 Santo Antônio do Itambé";-;1;-;-;-;-;-;-;-;-;-;-;1
"316190 São Gonçalo do Rio Abaixo";-;-;-;1;-;-;-;-;-;-;-;-;1
"316200 São Gonçalo do Sapucaí";-;-;-;-;-;-;-;-;-;1;-;-;1
"316370 São Lourenço";1;-;-;-;-;-;-;-;-;-;-;-;1
"316470 São Sebastião do Paraíso";-;-;-;1;-;-;-;-;-;-;-;-;1
"316490 São Sebastião do Rio Verde";1;-;-;-;-;-;-;-;-;-;-;-;1
"316860 Teófilo Otoni";-;-;-;-;1;-;-;2;-;-;-;-;3
"316870 Timóteo";1;-;-;-;-;-;-;-;-;-;-;-;1
"316930 Três Corações";1;-;-;-;-;-;-;-;-;-;-;-;1
"316940 Três Pontas";-;-;-;-;-;1;-;-;-;1;-;1;3
"316990 Ubá";-;2;-;-;-;1;1;-;-;-;-;-;4
"317020 Uberlândia";1;-;1;-;1;-;1;-;-;-;-;-;4
"317120 Vespasiano";-;-;-;-;1;-;-;-;-;-;-;-;1
"320010 Afonso Cláudio";2;1;2;4;1;-;1;-;1;-;2;1;15
"320016 Água Doce do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"320020 Alegre";1;-;1;-;-;1;-;-;-;-;-;-;3
"320030 Alfredo Chaves";1;2;2;-;-;-;-;-;-;-;-;-;5
"320040 Anchieta";-;-;-;-;-;1;-;-;-;-;-;-;1
"320070 Atilio Vivacqua";1;-;-;-;-;-;-;-;-;-;-;-;1
"320080 Baixo Guandu";2;-;2;-;-;-;-;-;-;-;-;-;4
"320090 Barra de São Francisco";-;2;-;-;-;-;-;-;-;-;-;-;2
"320120 Cachoeiro de Itapemirim";-;-;1;1;-;1;-;-;-;-;1;-;4
"320130 Cariacica";2;1;1;-;1;-;-;1;-;-;1;1;8
"320150 Colatina";5;-;-;-;-;-;-;-;-;-;-;-;5
"320170 Conceição do Castelo";-;-;-;-;-;-;-;-;-;1;-;-;1
"320190 Domingos Martins";-;-;-;-;1;1;-;-;-;-;2;1;5
"320230 Guaçuí";-;-;-;-;-;-;-;-;1;-;-;-;1
"320240 Guarapari";-;1;1;1;-;-;-;-;-;-;-;-;3
"320260 Iconha";-;-;1;-;-;-;-;2;-;-;-;-;3
"320280 Itapemirim";-;-;1;3;-;2;-;1;-;-;-;-;7
"320290 Itarana";-;-;1;-;1;-;-;-;-;-;-;-;2
"320300 Iúna";1;-;-;-;1;-;1;-;-;-;-;-;3
"320310 Jerônimo Monteiro";2;-;-;2;1;-;-;-;-;-;-;-;5
"320316 Laranja da Terra";-;-;-;-;-;1;1;-;-;-;-;-;2
"320320 Linhares";8;3;-;2;-;-;-;-;-;-;-;-;13
"320332 Marataízes";2;-;-;1;1;-;-;-;-;-;1;-;5
"320334 Marechal Floriano";-;-;-;-;-;-;-;-;-;-;-;1;1
"320335 Marilândia";1;-;-;-;-;-;-;1;1;-;-;-;3
"320340 Mimoso do Sul";-;-;-;-;-;1;1;-;-;-;-;-;2
"320370 Muniz Freire";-;-;-;-;-;-;-;-;1;1;-;-;2
"320390 Nova Venécia";2;-;-;-;1;-;-;-;-;-;-;-;3
"320435 Rio Bananal";-;1;-;-;-;1;-;-;-;-;-;-;2
"320470 São Gabriel da Palha";2;-;-;-;-;-;-;-;-;-;-;-;2
"320490 São Mateus";-;1;-;-;-;-;-;-;-;-;-;-;1
"320495 São Roque do Canaã";1;-;-;-;-;-;-;-;-;-;-;-;1
"320500 Serra";18;8;-;4;2;-;1;2;1;2;12;2;52
"320503 Vargem Alta";-;-;1;-;-;-;-;-;-;-;-;-;1
"320506 Venda Nova do Imigrante";-;-;-;-;-;-;-;-;-;1;-;-;1
"320520 Vila Velha";5;1;-;1;1;-;-;-;-;-;1;1;10
"320530 Vitória";39;11;2;3;-;2;3;2;2;1;6;1;72
"330010 Angra dos Reis";-;-;-;-;1;1;-;-;-;-;1;-;3
"330020 Araruama";-;-;-;-;-;-;1;-;-;-;-;-;1
"330040 Barra Mansa";-;-;-;-;-;-;1;1;2;1;-;-;5
"330045 Belford Roxo";1;-;-;-;-;-;-;-;-;-;-;-;1
"330060 Bom Jesus do Itabapoana";-;-;-;-;-;-;-;-;-;1;-;-;1
"330100 Campos dos Goytacazes";3;1;2;1;1;-;1;1;-;2;-;-;12
"330130 Casimiro de Abreu";-;-;-;1;-;-;-;-;-;-;-;-;1
"330170 Duque de Caxias";-;-;2;-;1;-;-;1;1;-;1;-;6
"330190 Itaboraí";-;-;-;-;-;-;-;-;-;-;-;1;1
"330200 Itaguaí";-;-;1;-;-;-;-;-;-;-;-;-;1
"330220 Itaperuna";1;-;-;-;-;1;1;1;-;-;2;4;10
"330250 Magé";1;-;-;-;-;-;-;-;1;-;-;-;2
"330260 Mangaratiba";-;1;-;-;-;-;-;-;-;-;-;-;1
"330270 Maricá";1;-;-;-;-;-;-;-;-;-;-;-;1
"330330 Niterói";3;2;2;-;1;1;1;-;-;-;1;2;13
"330350 Nova Iguaçu";6;2;-;2;1;-;-;-;-;-;-;-;11
"330380 Paraty";-;1;-;-;-;-;-;-;-;-;1;-;2
"330390 Petrópolis";1;3;1;-;1;-;2;2;-;-;1;3;14
"330400 Piraí";1;-;-;-;-;-;-;-;-;-;-;-;1
"330410 Porciúncula";1;-;-;-;-;-;-;-;1;-;-;-;2
"330411 Porto Real";1;-;-;-;-;-;-;-;-;-;-;-;1
"330414 Queimados";-;1;-;-;-;-;-;-;-;-;-;-;1
"330420 Resende";1;-;-;-;-;-;-;-;-;-;2;-;3
"330430 Rio Bonito";-;-;-;-;-;1;-;-;-;-;-;-;1
"330455 Rio de Janeiro";8;6;4;6;4;1;4;1;5;-;2;6;47
"330475 São Francisco de Itabapoana";-;1;-;-;-;-;-;-;-;-;-;-;1
"330490 São Gonçalo";-;5;3;1;2;-;-;-;-;1;-;1;13
"330510 São João de Meriti";-;-;-;-;-;-;-;1;-;-;-;-;1
"330520 São Pedro da Aldeia";-;-;-;-;-;-;-;-;1;-;-;-;1
"330530 São Sebastião do Alto";-;-;-;-;-;-;-;-;-;1;-;-;1
"330600 Três Rios";-;-;-;-;-;2;-;-;-;-;-;-;2
"330620 Vassouras";-;-;-;-;-;-;-;-;-;1;-;-;1
"330630 Volta Redonda";3;-;1;-;-;-;-;-;1;-;-;-;5
"350010 Adamantina";-;-;-;-;1;-;-;-;-;-;-;-;1
"350160 Americana";-;-;-;-;1;-;-;-;-;1;-;-;2
"350190 Amparo";1;2;-;2;-;-;-;-;-;-;-;-;5
"350270 Apiaí";-;-;-;-;1;-;-;-;-;-;-;-;1
"350320 Araraquara";1;-;-;-;-;-;-;-;-;-;-;-;1
"350330 Araras";1;-;-;1;-;-;-;-;-;1;-;-;3
"350400 Assis";-;1;1;-;1;-;-;-;-;-;1;3;7
"350570 Barueri";2;-;-;-;-;1;-;-;1;-;1;-;5
"350590 Batatais";-;-;-;-;-;-;-;-;-;-;1;-;1
"350635 Bertioga";-;-;-;-;-;-;-;-;-;1;-;-;1
"350750 Botucatu";1;-;1;-;-;-;-;-;-;-;-;1;3
"350760 Bragança Paulista";-;-;1;1;-;1;1;-;1;1;1;-;7
"350850 Caçapava";2;-;-;-;-;-;-;-;-;1;-;-;3
"350870 Caconde";-;-;-;-;-;-;-;-;-;1;-;-;1
"350920 Cajamar";-;-;-;-;1;-;-;-;-;-;-;-;1
"350950 Campinas";5;9;2;13;4;-;2;4;1;1;2;-;43
"351000 Cândido Mota";1;2;-;-;-;-;1;1;-;-;-;-;5
"351020 Capão Bonito";1;-;-;-;-;-;-;-;-;-;-;-;1
"351040 Capivari";-;-;-;-;-;-;-;1;-;-;-;-;1
"351050 Caraguatatuba";-;-;-;-;-;-;-;1;-;-;-;-;1
"351060 Carapicuíba";-;-;-;1;-;-;-;-;-;-;-;-;1
"351110 Catanduva";1;1;-;3;1;-;-;-;-;-;-;-;6
"351150 Cerquilho";-;-;-;1;-;-;-;-;-;-;-;-;1
"351280 Cosmópolis";-;1;-;-;-;-;-;-;-;2;-;-;3
"351300 Cotia";-;-;1;-;-;-;1;1;-;-;-;-;3
"351340 Cruzeiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"351350 Cubatão";1;-;-;-;-;1;1;-;-;-;-;1;4
"351380 Diadema";-;-;-;-;4;-;-;1;-;-;-;-;5
"351500 Embu das Artes";-;1;1;1;-;-;-;-;-;-;-;-;3
"351518 Espírito Santo do Pinhal";1;-;-;-;-;1;-;1;-;1;-;-;4
"351570 Ferraz de Vasconcelos";1;-;-;-;-;-;1;-;-;1;-;-;3
"351620 Franca";-;1;1;-;-;-;-;-;-;-;-;-;2
"351630 Francisco Morato";-;-;-;-;-;-;-;-;-;-;1;-;1
"351640 Franco da Rocha";-;-;1;-;-;-;-;-;-;-;-;-;1
"351670 Garça";-;-;-;1;-;-;-;-;-;-;-;-;1
"351830 Guararema";-;-;1;2;1;-;-;-;-;1;1;-;6
"351840 Guaratinguetá";-;-;1;1;1;-;-;-;-;-;-;-;3
"351870 Guarujá";3;-;2;3;2;3;3;2;-;-;1;1;20
"351880 Guarulhos";7;4;18;8;13;9;10;9;5;6;1;4;94
"351907 Hortolândia";-;-;1;-;-;-;-;-;1;1;-;-;3
"351970 Ibiúna";-;1;1;-;-;-;-;-;-;-;-;-;2
"352040 Ilhabela";-;-;-;-;-;-;-;1;-;-;-;-;1
"352050 Indaiatuba";1;-;1;-;-;1;-;-;1;1;-;-;5
"352100 Iperó";-;-;-;1;-;-;-;-;1;-;-;-;2
"352190 Itajobi";-;-;-;-;-;-;-;-;-;1;-;-;1
"352210 Itanhaém";-;-;-;-;-;1;-;-;-;-;-;-;1
"352220 Itapecerica da Serra";-;2;1;1;-;1;-;-;-;-;-;-;5
"352230 Itapetininga";-;-;-;-;-;-;-;1;-;-;-;-;1
"352240 Itapeva";-;-;1;-;-;-;-;-;-;-;-;-;1
"352250 Itapevi";2;1;-;-;-;-;-;-;1;-;-;-;4
"352280 Itaporanga";-;-;-;-;-;-;-;-;-;-;-;1;1
"352310 Itaquaquecetuba";-;1;2;2;-;-;-;-;-;1;-;-;6
"352340 Itatiba";1;2;1;1;-;-;-;-;-;-;-;2;7
"352390 Itu";-;-;-;2;-;-;-;-;-;1;-;-;3
"352430 Jaboticabal";-;1;-;-;-;-;1;-;-;-;-;-;2
"352440 Jacareí";2;-;-;-;-;-;1;1;1;-;-;-;5
"352470 Jaguariúna";1;-;1;-;-;-;-;-;-;-;-;-;2
"352530 Jaú";-;-;-;-;-;-;-;-;-;-;1;-;1
"352590 Jundiaí";1;-;1;-;1;1;-;-;-;-;-;-;4
"352610 Juquiá";1;-;-;-;-;-;-;-;-;-;-;1;2
"352670 Leme";-;-;-;-;1;-;-;-;-;-;-;-;1
"352680 Lençóis Paulista";-;-;-;-;-;-;-;-;-;1;-;-;1
"352720 Lorena";-;-;-;-;-;1;-;-;-;-;-;-;1
"352730 Louveira";-;-;-;-;-;2;-;-;-;-;-;-;2
"352740 Lucélia";-;-;-;1;-;-;-;-;-;-;-;-;1
"352900 Marília";-;1;2;1;-;-;-;-;-;-;-;-;4
"352940 Mauá";-;-;1;-;1;2;-;-;-;1;-;-;5
"352980 Mineiros do Tietê";-;1;-;-;-;-;-;-;-;-;-;-;1
"352990 Miracatu";1;-;-;-;1;1;-;-;-;-;-;-;3
"353060 Mogi das Cruzes";-;1;-;2;-;-;1;1;-;1;2;-;8
"353130 Monte Alto";-;-;-;1;-;-;-;-;-;1;-;-;2
"353200 Morungaba";1;-;-;-;-;-;-;-;-;-;-;-;1
"353340 Nova Odessa";-;-;-;-;1;-;-;-;-;-;-;1;2
"353440 Osasco";1;-;3;2;-;-;-;1;-;-;-;1;8
"353530 Palmital";-;-;-;-;-;-;-;1;-;-;-;-;1
"353560 Paraibuna";-;-;-;-;-;-;-;-;-;1;1;-;2
"353620 Pariquera-Açu";2;3;1;-;-;-;-;-;1;-;1;2;10
"353650 Paulínia";3;1;1;3;-;-;1;-;-;1;1;-;11
"353710 Pedreira";-;1;-;1;1;-;-;-;-;-;-;-;3
"353780 Piedade";-;3;-;-;-;-;-;-;-;-;-;-;3
"353800 Pindamonhangaba";-;2;-;-;1;-;-;-;-;-;-;2;5
"353870 Piracicaba";4;2;2;-;-;2;-;-;-;-;2;3;15
"353880 Piraju";1;-;-;-;-;-;-;-;-;-;-;-;1
"354000 Pompéia";1;-;-;-;-;-;-;-;-;-;-;-;1
"354060 Porto Feliz";-;-;-;-;-;-;-;-;-;-;1;-;1
"354085 Pracinha";1;-;-;-;-;-;-;-;-;-;-;-;1
"354100 Praia Grande";-;-;-;-;-;-;-;2;-;-;-;-;2
"354140 Presidente Prudente";1;2;-;-;-;-;-;-;-;1;1;-;5
"354260 Registro";2;-;-;-;2;2;-;-;1;1;-;-;8
"354330 Ribeirão Pires";-;1;1;-;-;-;-;-;1;-;-;-;3
"354340 Ribeirão Preto";3;-;-;1;-;-;-;-;-;-;-;-;4
"354390 Rio Claro";-;-;2;-;-;-;-;-;-;-;-;-;2
"354520 Salto";1;-;-;-;-;-;-;-;-;1;-;-;2
"354580 Santa Bárbara d'Oeste";-;-;-;-;-;-;-;-;-;-;1;-;1
"354670 Santa Gertrudes";1;-;-;-;-;-;-;-;1;-;-;-;2
"354680 Santa Isabel";1;-;1;-;-;-;-;-;1;-;-;-;3
"354730 Santana de Parnaíba";-;-;1;-;-;-;-;-;-;-;-;-;1
"354780 Santo André";-;2;2;1;-;-;1;-;-;-;-;1;7
"354850 Santos";3;2;3;7;2;1;1;2;-;-;-;1;22
"354870 São Bernardo do Campo";-;1;3;2;-;3;-;-;-;-;1;-;10
"354880 São Caetano do Sul";-;-;1;-;-;-;-;1;-;1;-;-;3
"354980 São José do Rio Preto";3;-;-;3;3;-;1;-;2;1;-;1;14
"354990 São José dos Campos";4;1;1;-;-;2;1;1;-;2;1;2;15
"355030 São Paulo";22;29;30;33;12;9;10;6;11;5;9;13;189
"355060 São Roque";-;-;1;-;1;-;-;1;-;-;-;-;3
"355070 São Sebastião";-;1;1;1;-;1;-;-;1;-;-;-;5
"355100 São Vicente";-;-;2;2;2;-;1;-;1;1;-;1;10
"355160 Serra Negra";-;-;-;1;-;-;-;-;-;-;-;-;1
"355170 Sertãozinho";-;-;-;-;1;-;1;-;-;-;-;-;2
"355220 Sorocaba";2;-;1;-;1;1;2;1;1;2;2;1;14
"355240 Sumaré";-;-;4;2;-;-;-;-;-;-;-;-;6
"355250 Suzano";2;-;-;-;-;-;1;-;-;-;1;-;4
"355280 Taboão da Serra";1;3;1;2;1;1;1;-;-;-;-;-;10
"355410 Taubaté";2;1;-;-;-;-;-;-;-;-;-;-;3
"355430 Teodoro Sampaio";-;-;-;-;-;-;-;-;-;-;1;-;1
"355500 Tupã";-;1;-;2;-;-;-;-;-;-;-;-;3
"355540 Ubatuba";-;-;-;-;-;-;-;-;-;1;-;-;1
"355620 Valinhos";-;-;1;1;-;-;-;-;-;-;-;-;2
"355650 Várzea Paulista";-;1;-;-;-;-;-;-;-;-;-;-;1
