LEPTOSPIROSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2022
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210330 Codó";-;-;-;-;-;-;1;-;-;-;-;-;1
"210360 Coroatá";-;-;-;-;-;-;-;-;1;-;-;-;1
"210530 Imperatriz";-;-;-;2;-;-;-;-;-;-;-;-;2
"210590 Lago Verde";-;-;-;1;-;-;-;-;-;-;-;-;1
"210820 Pedreiras";-;-;-;-;-;-;-;1;-;-;-;-;1
"210910 Presidente Dutra";-;-;1;-;-;1;-;-;-;-;-;-;2
"211130 São Luís";1;-;2;2;9;2;1;-;-;-;-;-;17
"211195 Sucupira do Riachão";-;-;-;-;-;1;-;-;-;-;-;-;1
"220273 Coivaras";-;-;-;-;-;1;-;-;-;-;-;-;1
"220390 Floriano";-;-;-;-;-;-;-;-;-;-;1;-;1
"220770 Parnaíba";-;-;-;-;-;1;-;-;-;1;-;-;2
"221100 Teresina";-;-;-;-;-;1;-;-;-;-;-;-;1
"230190 Barbalha";-;-;-;-;-;1;-;-;-;-;-;-;1
"230210 Baturité";-;-;-;-;2;-;-;-;-;-;-;-;2
"230330 Cariús";-;-;-;-;1;-;1;-;-;-;-;-;2
"230360 Catarina";-;-;-;-;-;1;-;-;-;-;-;-;1
"230365 Catunda";-;1;-;-;-;-;-;-;-;-;-;-;1
"230370 Caucaia";-;-;-;-;1;-;-;-;-;-;1;-;2
"230430 Farias Brito";-;-;1;-;-;-;-;-;-;-;-;-;1
"230440 Fortaleza";4;2;6;14;14;5;4;7;2;3;5;1;67
"230550 Iguatu";-;-;-;-;-;-;-;-;1;-;-;-;1
"230640 Itapipoca";-;-;-;-;-;-;-;-;1;-;-;-;1
"230730 Juazeiro do Norte";-;-;-;-;2;1;1;1;1;1;-;-;7
"230740 Jucás";-;-;1;-;-;1;-;-;-;-;-;-;2
"230765 Maracanaú";-;-;-;-;-;1;-;-;-;-;-;-;1
"230770 Maranguape";-;-;-;-;2;-;-;-;-;-;-;-;2
"231290 Sobral";-;-;1;2;2;1;1;1;-;-;1;-;9
"231325 Tarrafas";-;-;-;-;-;-;1;-;-;-;-;-;1
"231400 Várzea Alegre";-;-;-;-;-;2;-;-;-;-;-;-;2
"240200 Caicó";-;-;-;-;-;-;-;-;1;-;-;-;1
"240570 Jardim do Seridó";-;-;-;-;-;-;-;-;-;-;1;-;1
"240610 Jucurutu";-;-;-;-;-;-;-;1;-;-;-;-;1
"240810 Natal";-;-;-;-;-;-;-;1;1;3;1;-;6
"250180 Bayeux";-;-;-;-;1;-;-;-;-;-;-;-;1
"250370 Cajazeiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"250400 Campina Grande";-;-;-;-;-;2;1;-;2;-;-;-;5
"250750 João Pessoa";1;1;2;-;1;1;3;2;1;1;-;-;13
"260190 Bezerros";-;-;-;-;-;-;-;-;-;1;-;-;1
"260290 Cabo de Santo Agostinho";-;2;2;3;5;52;10;6;1;2;-;1;84
"260345 Camaragibe";-;-;-;-;-;4;1;-;-;-;-;-;5
"260410 Caruaru";-;-;-;-;1;3;2;-;-;-;-;-;6
"260620 Goiana";-;-;-;-;-;1;-;-;-;-;-;-;1
"260640 Gravatá";-;-;-;-;-;-;1;-;-;-;-;-;1
"260680 Igarassu";-;-;-;-;-;-;-;1;-;-;-;-;1
"260720 Ipojuca";-;-;-;-;-;2;2;-;-;-;-;-;4
"260750 Itaíba";-;-;-;-;-;-;-;1;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;-;-;-;1;13;2;4;-;-;-;2;22
"260845 Lagoa do Carro";-;-;-;-;-;-;1;-;-;-;-;-;1
"260890 Limoeiro";-;-;-;-;-;-;-;1;-;-;-;-;1
"260940 Moreno";-;-;-;-;-;1;-;-;-;-;-;-;1
"260960 Olinda";1;-;-;-;-;21;4;2;1;-;-;1;30
"261000 Palmares";-;-;-;-;1;-;2;-;-;-;-;-;3
"261070 Paulista";3;-;3;3;3;26;8;1;1;1;-;2;51
"261110 Petrolina";-;-;-;1;-;-;-;-;-;-;-;-;1
"261160 Recife";3;4;5;16;15;191;44;29;8;8;6;3;332
"261370 São Lourenço da Mata";-;-;-;-;-;-;-;1;-;-;-;-;1
"261420 Sirinhaém";-;-;-;-;-;-;1;-;-;-;-;-;1
"261530 Timbaúba";-;-;-;-;-;1;-;-;-;-;-;-;1
"261600 Venturosa";-;-;-;-;-;-;1;-;-;-;-;-;1
"261640 Vitória de Santo Antão";-;1;-;-;1;10;2;-;-;-;-;-;14
"270030 Arapiraca";-;1;-;-;-;-;-;-;-;-;-;-;1
"270040 Atalaia";-;-;-;-;-;-;-;1;-;-;-;-;1
"270320 Igreja Nova";-;-;-;-;-;-;-;2;-;-;-;-;2
"270430 Maceió";-;-;3;1;3;12;26;6;2;2;3;2;60
"270470 Marechal Deodoro";-;-;-;-;-;-;1;-;-;-;-;-;1
"270550 Murici";-;-;-;-;-;-;6;-;-;-;-;-;6
"270690 Pilar";-;-;-;-;-;1;-;-;-;-;-;-;1
"270730 Porto Calvo";-;-;-;-;-;-;1;1;-;-;-;-;2
"270860 São Miguel dos Campos";-;-;-;-;-;-;1;-;-;-;-;-;1
"270930 União dos Palmares";-;-;-;-;-;1;7;3;-;-;-;-;11
"280030 Aracaju";3;-;2;3;6;4;6;2;4;2;-;-;32
"280290 Itabaiana";-;-;1;-;-;-;-;-;1;-;-;-;2
"280480 Nossa Senhora do Socorro";-;-;-;-;2;3;1;-;-;-;-;-;6
"280670 São Cristóvão";-;-;-;-;-;-;-;-;-;-;-;1;1
"290230 Aratuípe";-;-;-;-;1;-;-;-;-;-;-;-;1
"290340 Belmonte";-;-;1;-;-;-;-;-;-;-;-;-;1
"290630 Canavieiras";-;-;-;-;-;-;-;-;-;1;-;1;2
"290990 Curaçá";-;-;-;-;-;-;-;1;-;-;-;-;1
"291072 Eunápolis";1;-;-;-;-;-;1;-;-;-;-;1;3
"291080 Feira de Santana";1;-;2;-;-;2;-;-;-;1;-;-;6
"291210 Ibicaraí";2;-;-;-;-;-;-;-;-;-;-;-;2
"291240 Ibipeba";1;-;-;-;-;-;-;-;-;-;-;-;1
"291360 Ilhéus";4;1;-;-;1;-;-;-;-;1;1;-;8
"291480 Itabuna";10;1;-;-;1;-;-;-;-;-;1;-;13
"291550 Itajuípe";1;-;-;-;-;-;-;-;-;-;1;-;2
"291640 Itapetinga";1;-;-;-;-;-;-;-;-;-;-;-;1
"291800 Jequié";4;-;-;-;1;-;-;1;-;1;-;-;7
"291920 Lauro de Freitas";-;-;-;-;-;-;-;1;-;-;-;-;1
"292350 Palmeiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"292520 Pojuca";-;-;-;-;-;-;-;-;-;1;-;-;1
"292530 Porto Seguro";-;-;-;-;-;-;-;-;-;1;1;1;3
"292740 Salvador";7;5;14;7;15;6;8;1;4;5;6;4;82
"292990 Seabra";-;-;-;-;-;-;-;-;-;-;1;-;1
"293210 Ubaíra";1;-;-;-;-;-;-;-;-;-;-;-;1
"293290 Valença";-;1;-;-;-;-;1;-;-;-;-;-;2
"293330 Vitória da Conquista";1;-;-;-;-;-;-;-;-;-;-;-;1
"293350 Wenceslau Guimarães";-;1;-;-;-;-;-;-;-;-;-;-;1
"310240 Alvorada de Minas";-;-;1;-;-;-;-;-;-;-;-;-;1
"310350 Araguari";-;-;-;-;-;-;-;1;-;-;-;-;1
"310400 Araxá";-;-;-;1;-;1;-;-;-;-;-;-;2
"310560 Barbacena";-;1;-;-;-;-;-;-;-;-;-;-;1
"310610 Belmiro Braga";-;-;-;-;1;-;-;-;-;-;-;-;1
"310620 Belo Horizonte";5;4;6;7;-;1;-;1;1;-;3;4;32
"310670 Betim";-;-;-;1;-;-;1;-;-;-;-;-;2
"310740 Bom Despacho";-;-;1;-;-;-;-;-;-;-;-;-;1
"310780 Bom Jesus do Galho";-;-;-;-;-;-;-;2;-;-;-;-;2
"310830 Borda da Mata";-;-;-;-;-;-;-;-;-;-;-;1;1
"310890 Brazópolis";1;-;-;-;-;-;-;-;-;-;1;-;2
"310900 Brumadinho";1;-;-;-;-;1;-;-;-;-;-;-;2
"310910 Bueno Brandão";-;-;-;-;-;1;-;-;-;-;-;-;1
"311160 Campos Gerais";-;1;-;-;-;-;-;-;-;-;-;-;1
"311330 Carangola";-;1;-;-;-;-;-;-;1;-;1;-;3
"311390 Carmo da Cachoeira";-;-;-;-;-;-;-;1;-;-;-;-;1
"311440 Carmo do Rio Claro";-;-;-;-;-;1;-;-;-;-;-;-;1
"311530 Cataguases";-;-;3;-;-;-;-;-;-;-;-;-;3
"311800 Congonhas";2;-;-;-;-;-;-;-;-;-;-;-;2
"311830 Conselheiro Lafaiete";-;-;-;-;-;-;-;-;-;-;-;1;1
"311860 Contagem";-;-;1;-;1;-;-;-;-;-;-;-;2
"312230 Divinópolis";-;1;-;-;-;-;-;-;-;-;1;-;2
"312250 Dom Cavati";-;-;-;-;-;-;-;-;-;1;-;-;1
"312450 Estiva";-;-;-;-;1;-;-;-;-;-;1;-;2
"312510 Extrema";-;1;-;-;-;-;-;-;-;-;-;-;1
"312610 Formiga";-;-;-;1;-;-;-;-;-;-;-;-;1
"312770 Governador Valadares";-;1;-;-;-;-;-;-;-;-;-;1;2
"312870 Guaxupé";-;-;-;1;-;-;-;-;-;-;-;-;1
"312980 Ibirité";1;-;-;-;-;-;-;-;-;-;-;-;1
"313000 Ibituruna";-;-;1;-;-;-;-;-;-;-;-;-;1
"313130 Ipatinga";1;-;1;1;-;-;-;-;-;1;1;-;5
"313240 Itajubá";-;1;2;-;-;-;-;-;-;-;-;-;3
"313340 Itapagipe";-;-;-;-;-;1;-;-;-;-;-;-;1
"313540 Jeceaba";1;-;-;-;-;-;-;-;-;-;-;-;1
"313620 João Monlevade";-;-;-;-;-;1;-;-;-;-;-;1;2
"313670 Juiz de Fora";-;-;3;-;1;-;-;-;-;-;1;-;5
"313780 Lambari";-;-;-;-;1;-;-;-;-;-;-;-;1
"313860 Lima Duarte";-;-;-;-;-;-;-;-;-;1;-;-;1
"313890 Machacalis";-;-;-;-;-;-;-;-;-;-;-;1;1
"313940 Manhuaçu";-;-;-;-;-;-;-;-;1;-;-;1;2
"314310 Monte Carmelo";1;1;-;-;-;-;-;-;-;-;-;-;2
"314330 Montes Claros";1;-;-;-;-;-;-;-;-;-;-;-;1
"314390 Muriaé";1;-;1;-;-;-;-;-;-;1;-;1;4
"314400 Mutum";-;-;-;-;-;-;-;-;-;1;-;-;1
"314430 Nanuque";-;-;-;-;-;-;-;1;-;-;-;-;1
"314480 Nova Lima";1;-;1;-;-;-;-;-;-;-;-;-;2
"314590 Ouro Branco";-;-;-;1;-;-;-;-;-;-;-;-;1
"314610 Ouro Preto";1;-;-;-;-;-;-;-;-;-;-;-;1
"314690 Papagaios";-;-;-;-;1;-;-;-;-;-;-;-;1
"314700 Paracatu";-;-;-;-;1;-;-;-;-;-;-;-;1
"314760 Passa Quatro";-;-;-;-;-;-;-;-;1;1;-;-;2
"314790 Passos";-;-;-;-;-;-;-;-;-;1;-;-;1
"314800 Patos de Minas";2;1;1;-;-;-;1;1;-;-;-;-;6
"314810 Patrocínio";1;-;-;-;-;-;-;-;-;1;-;-;2
"315120 Pirapora";1;-;-;-;-;-;-;-;-;-;-;-;1
"315190 Pocrane";-;-;1;-;-;-;-;-;-;-;-;-;1
"315210 Ponte Nova";-;1;1;-;-;1;-;-;-;-;1;-;4
"315250 Pouso Alegre";1;-;-;1;-;-;-;-;-;2;2;-;6
"315260 Pouso Alto";-;-;-;-;-;-;-;-;1;-;-;-;1
"315390 Raposos";-;1;-;-;-;-;-;-;-;-;-;-;1
"315770 Santa Juliana";-;-;-;-;-;-;-;1;-;-;-;-;1
"315960 Santa Rita do Sapucaí";-;-;-;-;-;-;1;-;-;-;-;-;1
"316292 São Joaquim de Bicas";-;-;1;-;-;-;-;-;-;-;-;-;1
"316370 São Lourenço";-;1;-;-;-;-;-;-;-;-;-;1;2
"316440 São Sebastião da Bela Vista";-;-;-;-;-;-;-;-;-;1;-;-;1
"316470 São Sebastião do Paraíso";-;-;1;-;-;-;-;-;-;-;-;-;1
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;1;-;-;1;-;-;2
"316553 Sarzedo";-;-;-;-;-;-;-;-;-;1;-;-;1
"316860 Teófilo Otoni";-;-;1;-;-;-;-;-;-;-;-;-;1
"316870 Timóteo";1;1;-;-;-;-;-;-;-;-;1;-;3
"316930 Três Corações";-;-;-;-;1;-;-;-;-;-;-;-;1
"316990 Ubá";-;-;1;-;-;-;-;-;-;-;1;1;3
"317010 Uberaba";1;-;-;1;-;-;-;-;-;-;-;-;2
"317020 Uberlândia";-;1;2;1;-;1;1;-;-;-;-;-;6
"317070 Varginha";-;-;-;-;1;-;-;-;-;-;-;-;1
"317170 Virgínia";-;-;-;-;1;-;-;-;-;-;-;-;1
"317180 Virginópolis";-;-;-;-;1;1;-;-;-;-;-;-;2
"330010 Angra dos Reis";-;-;-;8;3;-;-;1;-;1;-;1;14
"330030 Barra do Piraí";-;-;-;-;-;-;-;1;-;-;-;1;2
"330040 Barra Mansa";1;-;-;-;-;-;-;-;-;-;-;-;1
"330045 Belford Roxo";-;-;-;43;3;-;-;-;-;-;-;-;46
"330100 Campos dos Goytacazes";1;-;-;-;-;1;-;-;-;-;-;-;2
"330110 Cantagalo";-;-;-;-;-;-;-;-;1;-;-;-;1
"330140 Conceição de Macabu";-;-;-;-;-;-;-;-;-;-;-;1;1
"330170 Duque de Caxias";1;2;-;3;1;-;-;-;2;-;-;-;9
"330185 Guapimirim";1;-;1;-;-;-;-;-;-;-;-;-;2
"330187 Iguaba Grande";-;-;-;1;-;-;-;-;-;-;-;-;1
"330190 Itaboraí";-;-;-;1;-;-;-;-;-;-;-;-;1
"330200 Itaguaí";-;-;-;-;-;-;-;1;-;-;-;-;1
"330220 Itaperuna";-;2;2;-;-;-;-;-;1;-;-;1;6
"330230 Laje do Muriaé";-;-;-;-;1;-;-;-;1;-;-;-;2
"330240 Macaé";-;2;-;-;-;-;-;-;-;1;1;-;4
"330250 Magé";-;-;1;2;1;1;-;-;-;-;1;-;6
"330260 Mangaratiba";-;-;1;-;-;-;-;-;-;-;-;-;1
"330285 Mesquita";-;-;-;-;-;-;-;-;-;-;1;-;1
"330290 Miguel Pereira";-;-;-;1;-;-;-;-;-;-;-;-;1
"330330 Niterói";-;-;2;-;2;-;-;1;1;-;-;-;6
"330340 Nova Friburgo";-;2;-;1;-;-;-;-;-;-;-;-;3
"330350 Nova Iguaçu";2;-;-;11;4;1;-;-;1;-;-;-;19
"330370 Paraíba do Sul";-;-;-;-;-;-;-;-;1;-;-;-;1
"330380 Paraty";1;-;-;1;-;-;1;-;-;-;-;-;3
"330385 Paty do Alferes";-;-;-;1;-;-;-;-;-;-;-;-;1
"330390 Petrópolis";2;5;50;18;1;3;-;-;1;-;-;2;82
"330400 Piraí";1;-;-;-;1;-;-;-;-;-;-;1;3
"330420 Resende";-;-;1;-;1;-;-;-;-;-;-;2;4
"330440 Rio Claro";-;-;-;-;1;-;-;-;-;-;-;-;1
"330450 Rio das Flores";1;-;1;1;-;-;-;-;-;-;-;-;3
"330455 Rio de Janeiro";10;14;6;23;12;5;5;5;2;5;9;7;103
"330470 Santo Antônio de Pádua";-;1;-;-;-;-;-;-;-;-;-;-;1
"330490 São Gonçalo";1;1;-;-;-;-;-;-;1;1;-;-;4
"330510 São João de Meriti";-;-;-;-;1;1;-;-;-;-;-;-;2
"330520 São Pedro da Aldeia";-;-;-;-;-;-;-;-;1;-;-;-;1
"330555 Seropédica";1;-;-;-;-;-;-;-;-;-;-;-;1
"330575 Tanguá";-;-;-;-;-;-;1;-;-;-;-;-;1
"330580 Teresópolis";-;-;1;2;-;-;-;-;-;-;-;-;3
"330610 Valença";1;-;1;-;-;-;-;-;-;-;-;-;2
"330620 Vassouras";-;1;-;-;-;-;-;-;-;-;-;-;1
"330630 Volta Redonda";2;1;-;-;1;-;-;-;-;2;-;-;6
"350050 Águas de Lindóia";-;1;-;-;-;-;-;-;-;-;-;-;1
"350160 Americana";-;1;-;1;-;-;-;1;-;-;-;-;3
"350170 Américo Brasiliense";-;2;-;-;-;-;-;-;-;-;-;-;2
"350250 Aparecida";-;2;-;-;-;-;-;-;-;-;-;-;2
"350400 Assis";1;-;-;-;-;-;-;-;-;-;-;-;1
"350410 Atibaia";-;1;-;-;-;-;-;-;-;1;-;-;2
"350550 Barretos";1;-;-;-;-;-;-;-;-;-;-;-;1
"350570 Barueri";-;3;1;-;1;-;-;-;-;-;-;1;6
"350590 Batatais";-;-;-;1;-;-;-;-;-;-;-;-;1
"350600 Bauru";-;1;-;-;-;-;-;-;-;-;-;-;1
"350750 Botucatu";-;-;-;-;-;1;-;-;-;-;-;1;2
"350760 Bragança Paulista";-;1;-;-;-;1;-;-;-;-;-;-;2
"350850 Caçapava";-;1;-;-;-;-;-;-;-;-;-;-;1
"350860 Cachoeira Paulista";-;-;-;-;-;-;-;-;-;-;1;-;1
"350870 Caconde";-;-;-;1;-;-;-;-;-;-;-;-;1
"350950 Campinas";1;5;1;1;-;1;-;-;-;-;2;2;13
"350970 Campos do Jordão";-;-;-;-;-;-;-;-;-;1;-;-;1
"351000 Cândido Mota";-;-;-;1;-;-;-;-;-;-;-;-;1
"351050 Caraguatatuba";-;1;-;-;-;-;-;-;-;-;-;-;1
"351060 Carapicuíba";-;-;-;-;-;2;1;-;-;-;-;1;4
"351110 Catanduva";-;-;-;-;-;-;-;-;-;-;1;1;2
"351300 Cotia";-;1;-;-;1;-;-;1;-;-;-;-;3
"351350 Cubatão";-;2;-;1;-;-;1;-;-;-;-;-;4
"351370 Descalvado";-;-;-;-;-;-;-;1;-;-;-;-;1
"351380 Diadema";-;-;-;-;-;-;-;-;-;1;-;-;1
"351500 Embu das Artes";1;-;-;-;-;-;-;2;1;-;-;-;4
"351565 Fernão";-;1;-;-;-;-;-;-;-;-;-;-;1
"351570 Ferraz de Vasconcelos";-;-;-;1;-;-;-;-;-;-;-;1;2
"351620 Franca";-;-;-;-;-;1;-;-;-;-;-;-;1
"351630 Francisco Morato";-;-;-;-;-;-;-;-;-;-;1;-;1
"351640 Franco da Rocha";-;-;-;1;-;-;-;-;1;-;-;1;3
"351840 Guaratinguetá";-;-;-;1;-;-;-;-;-;-;1;-;2
"351870 Guarujá";2;2;1;3;1;1;-;-;-;2;3;2;17
"351880 Guarulhos";1;4;-;1;1;-;-;-;1;2;-;2;12
"351907 Hortolândia";-;1;-;-;-;-;1;-;1;-;-;-;3
"351970 Ibiúna";2;1;1;-;-;1;1;-;-;-;1;3;10
"352050 Indaiatuba";-;-;-;-;-;-;-;-;-;-;-;1;1
"352170 Itaberá";-;-;1;-;-;-;-;-;-;-;-;-;1
"352210 Itanhaém";1;-;-;-;-;-;-;-;-;1;-;-;2
"352220 Itapecerica da Serra";1;1;-;-;-;-;-;1;2;-;-;-;5
"352250 Itapevi";-;-;-;-;-;1;-;-;-;-;-;-;1
"352310 Itaquaquecetuba";2;-;-;-;-;-;-;-;-;-;1;1;4
"352340 Itatiba";-;-;1;1;-;-;-;-;-;-;-;-;2
"352390 Itu";1;-;-;-;-;-;-;-;-;-;-;-;1
"352400 Itupeva";-;1;1;-;-;-;-;-;-;-;-;-;2
"352440 Jacareí";-;1;1;-;-;1;-;-;-;-;-;1;4
"352530 Jaú";-;-;-;-;1;-;-;-;-;-;-;-;1
"352590 Jundiaí";1;1;-;-;1;-;-;-;-;1;-;1;5
"352690 Limeira";-;-;-;-;-;-;-;-;-;-;1;-;1
"352710 Lins";-;-;-;-;-;-;1;-;-;-;-;-;1
"352850 Mairiporã";-;-;-;-;-;-;1;-;-;-;-;-;1
"352940 Mauá";-;-;-;-;-;-;1;-;1;-;1;1;4
"353060 Mogi das Cruzes";-;2;1;1;1;1;-;-;-;-;1;1;8
"353070 Mogi Guaçu";-;1;-;-;-;-;-;-;-;-;-;-;1
"353120 Monte Alegre do Sul";-;-;-;-;-;-;1;-;-;-;-;-;1
"353130 Monte Alto";-;-;1;-;-;-;-;-;-;-;-;-;1
"353440 Osasco";-;1;1;-;1;-;1;1;-;3;-;1;9
"353620 Pariquera-Açu";-;2;-;-;-;1;1;-;-;-;1;-;5
"353650 Paulínia";1;-;-;-;-;-;-;-;-;-;-;-;1
"353760 Peruíbe";-;-;-;-;-;1;-;-;-;-;-;-;1
"353860 Piracaia";-;-;-;-;-;-;1;-;-;-;-;-;1
"353870 Piracicaba";2;1;-;1;1;-;1;-;-;1;1;-;8
"354060 Porto Feliz";-;-;1;-;1;-;-;-;-;-;-;-;2
"354070 Porto Ferreira";-;-;-;-;-;-;-;-;1;-;-;-;1
"354090 Pradópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"354100 Praia Grande";1;-;-;2;-;-;-;-;-;-;-;-;3
"354260 Registro";-;1;-;-;-;-;1;-;-;-;-;-;2
"354300 Ribeirão Branco";-;1;-;-;-;-;-;-;-;-;-;-;1
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;1;-;-;-;-;1
"354340 Ribeirão Preto";1;-;-;-;-;-;-;-;-;-;-;-;1
"354390 Rio Claro";-;-;-;-;-;-;-;-;-;-;-;1;1
"354520 Salto";-;-;-;-;-;-;-;-;-;-;1;-;1
"354540 Salto Grande";1;-;-;-;-;-;-;1;-;-;-;-;2
"354580 Santa Bárbara d'Oeste";-;1;-;-;-;-;-;-;-;-;-;-;1
"354680 Santa Isabel";-;-;-;-;-;-;-;1;-;-;-;-;1
"354730 Santana de Parnaíba";-;1;-;-;-;-;-;-;-;-;-;-;1
"354780 Santo André";-;1;3;-;1;-;1;-;1;-;1;1;9
"354800 Santo Antônio de Posse";-;-;1;-;-;-;-;-;-;-;-;-;1
"354850 Santos";3;1;2;3;1;-;-;-;1;1;2;2;16
"354870 São Bernardo do Campo";4;-;1;1;-;1;-;-;1;1;3;-;12
"354880 São Caetano do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"354910 São João da Boa Vista";-;1;-;-;1;-;-;-;-;-;-;-;2
"354980 São José do Rio Preto";1;-;1;-;-;-;-;-;-;-;-;-;2
"354990 São José dos Campos";-;-;2;2;2;1;-;-;1;-;1;2;11
"355030 São Paulo";23;31;34;27;16;8;7;3;10;15;8;29;211
"355060 São Roque";-;-;-;-;-;-;-;-;-;-;1;1;2
"355100 São Vicente";2;-;-;-;-;1;-;-;1;1;1;-;6
"355160 Serra Negra";-;-;-;-;-;-;-;-;-;-;-;1;1
"355170 Sertãozinho";-;-;-;-;-;-;-;-;-;-;-;1;1
