LEPTOSPIROSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2021
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"420800 Itá";-;-;-;-;-;-;-;-;-;-;-;1;1
"420820 Itajaí";1;-;2;-;-;-;-;-;-;1;1;-;5
"420840 Itapiranga";-;-;-;-;-;-;-;-;1;-;-;-;1
"420850 Ituporanga";-;-;-;-;-;-;-;-;1;-;-;-;1
"420890 Jaraguá do Sul";1;-;1;-;-;-;1;2;1;-;3;-;9
"420900 Joaçaba";-;-;1;-;-;-;-;-;-;-;-;-;1
"420910 Joinville";5;6;1;-;-;-;-;-;1;-;2;1;16
"420980 Leoberto Leal";-;-;-;1;-;-;-;-;-;-;-;-;1
"421010 Mafra";-;-;-;-;-;-;1;-;-;-;-;1;2
"421060 Massaranduba";1;-;-;-;-;-;-;-;1;-;-;-;2
"421080 Meleiro";-;-;-;-;-;-;1;-;1;-;-;-;2
"421130 Navegantes";-;-;-;-;-;-;-;1;-;-;-;-;1
"421150 Nova Trento";-;-;-;-;-;1;-;-;-;1;-;-;2
"421190 Palhoça";-;-;1;-;-;-;-;-;-;-;-;-;1
"421370 Pouso Redondo";-;-;-;-;-;-;-;-;-;1;-;-;1
"421380 Praia Grande";-;-;-;-;-;-;-;-;1;-;-;-;1
"421430 Rancho Queimado";-;2;-;-;-;-;-;-;-;-;-;-;2
"421470 Rio dos Cedros";-;-;1;-;-;-;-;-;-;-;-;-;1
"421490 Rio Fortuna";-;-;-;-;1;-;-;-;-;-;-;-;1
"421570 Santo Amaro da Imperatriz";-;-;-;1;-;1;-;-;-;-;-;-;2
"421580 São Bento do Sul";-;-;-;1;-;-;-;-;-;-;-;-;1
"421630 São João Batista";-;1;-;-;-;-;-;-;-;-;-;-;1
"421660 São José";1;4;3;-;-;-;-;-;-;2;-;3;13
"421670 São José do Cedro";-;-;-;-;-;-;1;-;-;-;-;-;1
"421720 São Miguel do Oeste";-;-;1;2;-;-;-;-;1;-;1;-;5
"421725 São Pedro de Alcântara";-;-;1;-;-;-;-;-;-;-;-;-;1
"421740 Schroeder";-;1;-;-;-;-;-;-;-;-;-;-;1
"421800 Tijucas";1;-;-;-;-;-;1;-;-;-;-;-;2
"421820 Timbó";-;-;-;-;-;-;-;-;-;3;2;-;5
"421840 Treze de Maio";-;1;-;-;-;-;-;-;-;-;-;-;1
"421860 Trombudo Central";-;1;-;-;-;-;-;-;-;-;-;-;1
"421870 Tubarão";-;1;-;-;-;1;-;-;-;1;1;-;4
"421900 Urussanga";-;-;-;-;-;-;-;-;-;-;-;1;1
"430010 Agudo";1;1;2;1;-;1;1;-;-;-;-;-;7
"430045 Alegria";1;-;-;-;-;-;-;-;-;-;-;-;1
"430100 Arroio do Meio";-;-;-;-;-;-;-;1;-;-;-;-;1
"430155 Áurea";-;-;-;1;-;-;-;-;-;-;-;-;1
"430210 Bento Gonçalves";1;-;-;1;-;-;-;-;-;-;-;-;2
"430237 Bom Progresso";-;-;-;1;-;-;-;-;-;-;-;-;1
"430290 Cacequi";-;-;-;-;1;-;-;-;-;-;-;-;1
"430300 Cachoeira do Sul";-;-;-;2;-;1;-;-;-;1;-;-;4
"430310 Cachoeirinha";-;1;-;-;-;-;-;-;-;-;-;-;1
"430350 Camaquã";-;-;1;-;-;-;-;-;-;-;-;1;2
"430360 Cambará do Sul";-;-;-;-;-;-;-;1;-;-;-;-;1
"430370 Campina das Missões";-;-;-;-;-;-;-;-;-;1;-;-;1
"430420 Candelária";-;-;-;-;-;-;-;-;1;-;-;-;1
"430460 Canoas";-;3;-;-;-;1;-;-;1;-;-;-;5
"430463 Capão da Canoa";-;-;-;1;-;-;-;-;-;-;-;-;1
"430467 Capivari do Sul";-;2;1;-;-;-;-;-;-;-;-;-;3
"430510 Caxias do Sul";1;1;2;-;1;-;-;1;-;-;1;1;8
"430520 Cerro Largo";-;-;-;-;1;-;-;-;-;-;-;-;1
"430544 Chuvisca";-;-;-;-;-;-;-;-;1;-;-;-;1
"430620 Cruzeiro do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"430640 Dois Irmãos";-;-;-;-;-;-;-;1;-;-;-;-;1
"430650 Dom Feliciano";-;-;-;-;-;-;-;-;-;1;-;-;1
"430660 Dom Pedrito";1;-;-;-;-;-;-;-;-;-;-;-;1
"430700 Erechim";-;-;1;1;-;-;-;-;-;1;-;-;3
"430770 Esteio";-;-;-;-;-;-;-;1;-;-;-;-;1
"430780 Estrela";-;-;1;-;-;-;-;-;-;-;-;-;1
"430800 Faxinal do Soturno";-;-;-;1;-;-;-;1;-;-;-;-;2
"430900 Giruá";-;-;1;-;-;-;-;-;-;-;-;-;1
"430905 Glorinha";-;-;-;-;-;-;-;-;-;-;1;-;1
"430910 Gramado";-;-;-;1;-;-;-;-;-;-;-;-;1
"430920 Gravataí";1;-;-;-;-;-;-;-;-;-;-;-;1
"430975 Ibarama";-;-;-;-;-;-;-;1;-;-;-;-;1
"431010 Igrejinha";-;-;-;-;-;-;-;-;-;-;1;-;1
"431020 Ijuí";2;1;1;1;-;-;-;-;1;-;1;-;7
"431050 Iraí";-;-;-;-;-;-;-;-;-;-;-;1;1
"431110 Jaguari";-;-;-;-;-;-;-;-;-;-;1;1;2
"431115 Jóia";-;-;-;-;1;-;-;-;-;-;-;-;1
"431120 Júlio de Castilhos";-;-;-;-;-;-;-;-;-;-;1;-;1
"431140 Lajeado";-;2;-;-;-;-;-;-;1;-;-;1;4
"431180 Marau";-;-;-;1;-;-;-;-;-;-;-;-;1
"431235 Montauri";-;-;-;-;-;-;-;-;-;-;1;-;1
"431240 Montenegro";-;-;-;-;1;-;-;1;1;1;-;-;4
"431339 Novo Cabrais";-;1;-;-;-;-;-;-;-;-;-;-;1
"431340 Novo Hamburgo";1;-;1;1;1;1;2;-;-;-;-;-;7
"431350 Osório";-;1;-;-;-;-;-;-;-;-;-;-;1
"431407 Passo do Sobrado";-;-;-;-;-;-;-;-;-;-;-;1;1
"431410 Passo Fundo";-;2;-;-;-;-;-;-;-;1;1;1;5
"431415 Paverama";-;-;-;-;-;-;-;-;-;1;-;-;1
"431430 Pejuçara";-;-;-;2;-;-;-;-;-;-;-;-;2
"431490 Porto Alegre";1;3;4;2;2;1;2;1;3;2;3;2;26
"431505 Porto Mauá";-;-;-;-;1;-;-;-;-;-;-;-;1
"431531 Quatro Irmãos";-;1;-;-;-;-;-;-;-;-;-;-;1
"431570 Rio Pardo";-;-;1;-;-;-;-;-;-;-;-;-;1
"431590 Rodeio Bonito";-;-;-;-;-;-;-;-;-;-;-;1;1
"431680 Santa Cruz do Sul";3;2;1;2;1;-;-;1;-;3;-;1;14
"431690 Santa Maria";1;1;1;-;-;-;-;-;1;-;1;-;5
"431720 Santa Rosa";-;-;2;-;1;-;-;-;-;-;1;-;4
"431842 São João da Urtiga";-;-;1;-;-;-;-;-;-;-;-;-;1
"431860 São José do Ouro";1;-;-;1;-;-;-;-;-;2;-;-;4
"431870 São Leopoldo";1;-;-;-;1;1;2;-;-;1;-;-;6
"432000 Sapucaia do Sul";-;-;-;-;-;-;-;-;1;-;-;-;1
"432067 Sinimbu";1;-;-;-;-;-;-;-;-;-;-;-;1
"432140 Tenente Portela";-;-;-;-;-;-;-;-;-;1;-;-;1
"432145 Teutônia";-;-;1;2;-;-;-;-;-;-;-;1;4
"432150 Torres";-;1;-;-;-;-;1;-;-;-;-;-;2
"432160 Tramandaí";-;-;-;-;-;-;1;-;-;-;-;-;1
"432163 Três Arroios";-;-;-;-;-;-;-;-;1;-;-;-;1
"432200 Triunfo";-;-;-;-;-;-;-;-;-;1;-;-;1
"432230 Tuparendi";-;-;1;-;-;-;-;-;-;-;-;-;1
"432250 Vacaria";-;-;-;-;-;-;-;-;-;-;1;-;1
"432253 Vale do Sol";-;-;-;-;-;-;-;-;2;-;-;-;2
"432260 Venâncio Aires";-;1;1;4;-;1;-;-;-;1;-;-;8
"432270 Vera Cruz";-;-;-;-;-;-;-;-;-;1;-;-;1
"500270 Campo Grande";-;-;-;-;-;-;-;-;1;1;-;-;2
"500370 Dourados";-;-;-;1;-;-;-;-;-;-;-;-;1
"510170 Barra do Bugres";-;1;-;-;-;-;-;-;-;-;-;-;1
"510340 Cuiabá";-;-;-;-;-;1;-;-;1;1;-;-;3
"510510 Juara";-;-;-;-;1;-;-;-;-;-;-;-;1
"510840 Várzea Grande";-;-;-;-;-;-;1;-;-;-;-;-;1
"520110 Anápolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"520485 Campo Limpo de Goiás";-;1;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";1;-;1;1;3;-;-;3;1;2;2;2;16
"521180 Jaraguá";-;-;-;-;-;1;-;-;-;-;-;-;1
"530010 Brasília";1;1;-;-;1;-;-;-;-;-;5;-;8
"Total";148;165;176;141;139;133;155;130;119;155;139;144;1744
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
  Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
  Para tabular dados epidemiológicos de um determinado ano selecione na linha a variável de interesse, na Coluna Ano dos 1ºs sintomas;
 em Períodos Disponíveis assinale o ano inicial da série e todos os posteriores até o ano atual (p/ incluir casos notificados com atraso)
 e em Seleções Disponíveis assinale os anos dos 1ºs sintomas (ex: nº de casos com início de sintomas 2007: selecione na linha UF de residência,
 na Coluna Ano de 1ºs sintomas, em Períodos disponíveis 2007 até o ano atual e em Seleções assinale Ano de 1ºs sintomas 2007).
  Dados de 2020 do Espírito Santo não estão disponíveis neste sistema, pois são oriundos do Sistema de Informação e-SUS VS, em uso pelo estado desde janeiro de 2020.
  Dados de 2007 a 2023 atualizados em 14/04/2024.
  Dados de 2024 atualizados em 28/06/2024, sujeitos à revisão.
 * Dados disponibilizados no TABNET em julho de 2024.
 
