 ESQUISTOSSOMOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2021
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"292380 PARIPIRANGA";-;-;-;-;-;-;-;-;-;2;-;1;3
"292400 PAULO AFONSO";-;-;-;-;-;-;1;-;-;-;-;-;1
"292405 PE DE SERRA";-;-;-;-;-;-;-;-;-;-;1;-;1
"292465 PINTADAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"292470 PIRIPA";-;-;1;-;-;-;-;3;-;-;1;-;5
"292500 PLANALTO";4;4;8;1;6;7;8;7;3;5;3;-;56
"292525 PONTO NOVO";-;1;-;-;-;-;-;-;-;-;-;-;1
"292530 PORTO SEGURO";-;-;-;-;-;-;-;-;-;-;1;-;1
"292550 PRADO";-;-;-;-;-;-;-;-;1;-;-;-;1
"292575 PRESIDENTE TANCREDO NEVES";1;3;-;2;1;-;2;-;2;-;2;-;13
"292630 RIACHAO DO JACUIPE";-;1;-;-;-;-;-;-;-;-;-;-;1
"292740 SALVADOR";1;1;1;3;-;1;1;-;4;2;3;2;19
"292800 SANTALUZ";-;-;1;-;-;-;-;-;-;-;-;-;1
"292870 SANTO ANTONIO DE JESUS";-;-;-;1;-;-;-;-;-;-;-;-;1
"292910 SAO FELIPE";-;-;-;-;1;-;-;-;-;-;-;-;1
"293000 SEBASTIAO LARANJEIRAS";-;1;-;-;-;-;-;-;-;-;-;-;1
"293070 SIMOES FILHO";-;-;-;-;-;-;1;-;-;-;-;-;1
"293080 SOUTO SOARES";-;-;-;-;-;-;-;-;-;1;-;-;1
"293180 TREMEDAL";-;-;-;-;-;-;-;2;1;2;2;1;8
"293200 UAUA";-;-;-;-;-;-;-;-;1;-;-;-;1
"293330 VITORIA DA CONQUISTA";-;-;-;-;-;1;-;-;-;-;-;-;1
"310040 ACAIACA";1;-;-;-;4;-;5;-;1;1;-;-;12
"310050 ACUCENA";-;-;-;-;1;1;2;2;4;2;2;3;17
"310090 AGUAS FORMOSAS";-;-;-;-;-;-;-;-;-;-;2;-;2
"310210 ALTO RIO DOCE";-;-;-;-;1;-;-;-;1;-;-;-;2
"310230 ALVINOPOLIS";2;1;1;3;1;3;-;3;1;1;-;2;18
"310250 AMPARO DO SERRA";1;-;2;1;1;1;-;1;2;2;-;1;12
"310260 ANDRADAS";-;-;-;-;-;-;1;1;1;-;-;-;3
"310300 ANTONIO DIAS";-;-;1;1;-;-;-;-;1;-;-;-;3
"310400 ARAXA";-;-;-;-;-;-;-;1;-;-;-;-;1
"310420 ARCOS";-;-;1;-;-;1;-;1;1;-;3;-;7
"310450 ARINOS";-;-;-;-;-;-;-;1;-;-;-;-;1
"310460 ASTOLFO DUTRA";-;-;1;-;-;1;1;1;1;-;1;-;6
"310500 BALDIM";-;1;-;-;-;-;-;-;-;-;-;-;1
"310560 BARBACENA";-;-;-;-;-;-;1;-;-;-;-;1;2
"310570 BARRA LONGA";-;1;-;-;1;-;-;1;-;-;1;-;4
"310600 BELA VISTA DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"310620 BELO HORIZONTE";5;18;10;9;4;11;7;10;8;9;10;5;106
"310630 BELO ORIENTE";1;-;-;-;-;1;-;-;-;2;-;1;5
"310640 BELO VALE";-;-;-;-;-;-;-;-;-;-;2;-;2
"310670 BETIM";-;-;-;-;-;-;-;-;-;-;1;-;1
"310740 BOM DESPACHO";-;-;-;-;-;-;3;1;-;-;-;-;4
"310770 BOM JESUS DO AMPARO";-;-;-;-;-;-;-;-;-;1;-;-;1
"310780 BOM JESUS DO GALHO";-;-;-;6;9;8;-;1;-;-;1;1;26
"310800 BOM SUCESSO";-;-;-;-;-;-;-;-;-;-;1;-;1
"310825 BONITO DE MINAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"310920 BUENOPOLIS";-;-;-;-;-;-;-;-;1;-;-;-;1
"310925 BUGRE";-;-;-;-;-;-;-;-;1;1;-;-;2
"311100 CAMPESTRE";-;-;-;-;-;-;-;1;-;-;-;-;1
"311220 CAPELA NOVA";-;-;-;-;-;-;-;-;-;-;10;1;11
"311250 CAPIM BRANCO";-;2;-;-;-;-;-;1;-;-;-;-;3
"311330 CARANGOLA";-;-;-;-;-;-;-;-;1;1;-;-;2
"311420 CARMO DO CAJURU";-;-;1;-;-;-;-;-;-;1;-;-;2
"311530 CATAGUASES";-;-;-;-;1;1;-;-;-;-;-;-;2
"311535 CATAS ALTAS";1;-;-;-;-;2;-;-;-;1;-;-;4
"311540 CATAS ALTAS DA NORUEGA";-;-;1;1;2;-;-;-;-;-;-;1;5
"311615 CHAPADA GAUCHA";1;-;-;1;-;-;-;1;-;-;-;-;3
"311630 CIPOTANEA";-;-;-;-;-;-;-;1;3;-;-;-;4
"311640 CLARAVAL";1;-;-;-;-;-;-;-;-;-;-;-;1
"311650 CLARO DOS POCOES";-;-;-;-;-;-;-;-;-;-;-;1;1
"311660 CLAUDIO";-;-;1;-;-;-;-;-;-;-;-;-;1
"311787 CONFINS";-;-;-;-;-;1;-;-;-;-;-;-;1
"311800 CONGONHAS";-;1;1;-;-;-;1;-;1;-;-;-;4
"311860 CONTAGEM";-;-;-;-;1;2;-;-;-;2;2;1;8
"311980 CORREGO DANTA";-;-;-;-;-;-;-;-;-;-;-;1;1
"312040 CRISTIANO OTONI";-;-;-;-;-;-;-;1;-;-;-;-;1
"312120 DELFINOPOLIS";-;-;-;-;-;1;-;-;-;-;-;-;1
"312170 DIOGO DE VASCONCELOS";-;1;-;-;-;-;1;1;1;1;-;-;5
"312190 DIVINESIA";-;1;-;-;-;-;-;-;2;-;2;-;5
"312220 DIVINOLANDIA DE MINAS";2;-;-;1;-;2;-;1;-;-;-;-;6
"312230 DIVINOPOLIS";-;-;-;-;2;-;-;-;-;-;-;-;2
"312240 DIVISA NOVA";-;-;-;-;-;1;-;-;-;-;-;-;1
"312270 DOM SILVERIO";3;7;6;6;3;5;2;6;10;1;6;4;59
"312290 DONA EUSEBIA";1;-;-;-;-;-;-;-;1;-;1;-;3
"312310 DORES DE GUANHAES";-;-;-;-;-;-;-;-;-;1;4;-;5
"312370 ENGENHEIRO CALDAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"312510 EXTREMA";-;-;-;-;-;2;1;-;1;1;1;1;7
"312600 FLORESTAL";-;-;-;-;1;-;1;-;-;-;-;-;2
"312610 FORMIGA";1;-;-;1;1;-;2;-;3;2;-;-;10
"312650 FRANCISCO BADARO";-;-;-;-;-;-;-;1;1;-;1;-;3
"312730 GALILEIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"312820 GUARACIABA";-;-;1;-;-;-;-;-;-;-;-;-;1
"312900 GUIRICEMA";-;-;1;1;-;1;1;2;-;-;1;1;8
"313010 IGARAPE";-;-;-;-;-;1;-;-;-;-;-;-;1
"313020 IGARATINGA";1;-;1;1;-;-;4;3;-;-;-;-;10
"313030 IGUATAMA";-;-;-;-;-;-;1;-;-;-;-;-;1
"313065 INDAIABIRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"313090 INHAPIM";-;-;-;-;-;-;-;1;-;-;-;-;1
"313115 IPABA";1;-;-;-;-;-;-;-;-;-;-;-;1
"313130 IPATINGA";1;3;2;5;1;-;2;1;4;4;2;1;26
"313180 ITABIRINHA";-;-;3;1;6;1;-;1;-;-;-;-;12
"313370 ITATIAIUCU";-;-;-;-;-;-;-;-;1;1;-;-;2
"313390 ITAVERAVA";-;-;-;-;1;-;-;1;-;-;-;-;2
"313410 ITUETA";-;-;-;-;-;-;-;-;-;-;1;-;1
"313420 ITUIUTABA";-;-;-;-;-;-;-;-;-;1;-;-;1
"313440 ITURAMA";-;-;-;-;-;-;-;-;-;-;1;-;1
"313460 JABOTICATUBAS";-;-;1;-;-;-;-;-;1;-;-;-;2
"313510 JANAUBA";-;-;-;-;-;-;-;-;-;-;-;1;1
"313550 JEQUERI";1;-;-;-;4;-;-;-;1;1;-;1;8
"313610 JOANESIA";2;2;-;3;1;-;5;1;-;-;2;2;18
"313620 JOAO MONLEVADE";-;-;-;2;-;-;-;-;-;-;-;-;2
"313655 JOSE RAYDAN";-;-;-;-;-;-;-;-;-;4;9;6;19
"313660 NOVA UNIAO";-;-;-;-;-;-;-;-;-;-;-;1;1
"313670 JUIZ DE FORA";-;-;-;1;-;-;-;1;-;-;-;-;2
"313700 LADAINHA";-;1;2;2;4;-;3;7;8;4;3;3;37
"313760 LAGOA SANTA";-;2;-;-;-;-;-;-;-;1;-;-;3
"313820 LAVRAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"313830 LEANDRO FERREIRA";-;-;-;-;-;-;-;-;-;1;-;-;1
"313840 LEOPOLDINA";-;-;-;-;-;-;-;1;-;-;-;-;1
"313868 LUISLANDIA";-;-;-;1;1;1;-;-;1;-;-;1;5
"313920 MALACACHETA";-;2;2;1;2;1;2;1;-;1;3;2;17
"313940 MANHUACU";-;-;-;-;-;-;-;-;1;-;1;-;2
"314030 MARLIERIA";1;-;-;-;-;-;-;-;-;-;1;-;2
"314050 MARTINHO CAMPOS";-;-;1;-;-;-;-;-;-;-;-;-;1
"314070 MATEUS LEME";-;-;-;1;-;1;2;-;2;-;-;1;7
"314130 MEDEIROS";-;1;-;-;-;-;-;1;-;-;-;-;2
"314200 MIRABELA";-;-;-;-;-;-;1;-;-;-;-;-;1
"314210 MIRADOURO";-;-;-;-;-;-;-;-;-;1;-;-;1
"314220 MIRAI";-;-;-;-;1;-;1;-;-;-;1;2;5
"314225 MIRAVANIA";-;2;-;2;-;-;-;-;-;-;-;-;4
"314270 MONTALVANIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"314290 MONTE AZUL";-;-;-;1;-;-;-;-;-;-;-;-;1
"314330 MONTES CLAROS";6;1;1;6;2;3;1;2;2;1;1;1;27
"314370 MORRO DO PILAR";-;-;-;-;-;-;-;1;-;-;-;-;1
"314430 NANUQUE";1;3;2;1;5;-;1;4;2;1;2;-;22
"314435 NAQUE";-;-;-;-;-;1;-;-;-;-;-;-;1
"314480 NOVA LIMA";-;-;-;2;2;-;1;-;1;1;-;1;8
"314490 NOVA MODICA";1;3;1;2;1;1;1;2;3;3;4;2;24
"314520 NOVA SERRANA";-;4;4;4;-;2;3;1;1;1;-;2;22
"314585 ORATORIOS";-;-;-;-;1;-;-;1;-;-;-;-;2
"314587 ORIZANIA";-;-;-;-;-;-;-;1;-;-;-;-;1
"314590 OURO BRANCO";-;-;-;-;-;-;1;1;1;-;-;-;3
"314710 PARA DE MINAS";-;-;1;-;-;-;-;-;-;-;-;-;1
"314795 PATIS";1;-;-;-;-;-;-;-;-;-;-;-;1
"314840 PAULISTAS";-;-;-;-;-;-;-;-;-;2;4;7;13
"314860 PECANHA";-;6;-;-;-;-;-;-;-;-;-;-;6
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;-;-;-;-;-;-;-;1;1
"314930 PEDRO LEOPOLDO";-;-;-;-;-;1;-;-;-;-;1;-;2
"314970 PERDIGAO";-;-;-;-;1;2;-;-;-;-;-;-;3
"315015 PIEDADE DE CARATINGA";-;-;1;-;1;-;-;-;-;-;-;-;2
"315020 PIEDADE DE PONTE NOVA";1;1;-;-;-;-;-;-;-;-;2;-;4
"315050 PIMENTA";-;-;3;1;-;2;-;2;-;3;-;-;11
"315053 PINGO-D'AGUA";-;-;1;-;-;1;2;1;-;2;-;-;7
"315070 PIRAJUBA";1;-;-;-;-;-;-;-;-;-;-;-;1
"315130 PIRAUBA";-;-;-;-;-;1;-;-;-;-;-;-;1
"315140 PITANGUI";-;-;-;-;-;-;-;-;1;-;-;1;2
"315150 PIUMHI";-;1;1;1;-;1;-;-;1;-;-;-;5
