 ESQUISTOSSOMOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2018
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"314890 PEDRA DO INDAIA";1;-;-;-;-;-;-;-;-;-;-;-;1
"314915 PEDRAS DE MARIA DA CRUZ";1;-;-;-;2;1;1;2;1;1;-;-;9
"314970 PERDIGAO";1;1;-;-;1;-;4;1;-;-;1;-;9
"315000 PESCADOR";-;-;-;-;-;-;1;-;-;-;-;-;1
"315050 PIMENTA";1;-;-;-;-;-;-;-;-;2;-;-;3
"315053 PINGO-D'AGUA";-;-;1;-;-;-;-;-;-;-;-;-;1
"315080 PIRANGA";3;2;-;-;-;-;-;-;-;-;-;-;5
"315120 PIRAPORA";-;1;-;-;1;-;-;-;-;-;-;-;2
"315130 PIRAUBA";-;-;1;-;-;-;-;-;-;-;-;-;1
"315150 PIUMHI";1;1;-;1;1;-;-;-;-;1;1;-;6
"315180 POCOS DE CALDAS";-;-;-;-;-;-;1;-;-;-;-;1;2
"315210 PONTE NOVA";3;6;3;4;3;2;3;-;2;2;6;2;36
"315330 PRESIDENTE KUBITSCHEK";-;-;-;-;-;-;-;-;-;1;-;-;1
"315400 RAUL SOARES";2;7;2;9;1;4;5;-;-;1;7;10;48
"315460 RIBEIRAO DAS NEVES";-;-;1;-;1;-;-;1;-;-;1;1;5
"315480 RIO ACIMA";-;-;-;-;-;-;-;1;-;-;-;-;1
"315490 RIO CASCA";1;1;-;1;-;-;-;-;-;1;-;-;4
"315500 RIO DOCE";-;-;1;2;2;1;-;-;2;1;-;-;9
"315670 SABARA";-;-;-;-;-;-;-;1;1;-;-;-;2
"315680 SABINOPOLIS";1;-;-;-;-;-;-;-;-;-;-;-;1
"315740 SANTA CRUZ DO ESCALVADO";-;-;4;-;-;-;2;-;1;-;-;-;7
"315750 SANTA EFIGENIA DE MINAS";-;1;1;-;3;3;-;2;-;-;-;-;10
"315765 SANTA HELENA DE MINAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"315780 SANTA LUZIA";1;1;1;-;-;-;-;-;1;-;-;-;4
"315790 SANTA MARGARIDA";-;-;-;-;-;-;-;-;-;-;1;-;1
"315895 SANTANA DO PARAISO";-;2;-;2;1;-;-;1;1;3;2;-;12
"315935 SANTA RITA DE MINAS";-;-;-;-;-;-;-;1;-;1;1;1;4
"316010 SANTO ANTONIO DO GRAMA";-;1;5;2;1;-;-;2;-;-;1;1;13
"316040 SANTO ANTONIO DO MONTE";1;-;-;2;-;-;-;-;1;-;-;-;4
"316180 SAO GONCALO DO PARA";1;-;-;-;-;-;-;-;-;1;-;-;2
"316190 SAO GONCALO DO RIO ABAIXO";1;-;1;-;2;7;4;-;-;1;-;2;18
"316257 SAO JOAO DO MANTENINHA";-;-;-;-;-;-;-;1;-;-;-;-;1
"316292 SAO JOAQUIM DE BICAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"316340 SAO JOSE DO GOIABAL";-;-;-;-;-;1;-;-;-;4;1;1;7
"316350 SAO JOSE DO JACURI";-;-;-;1;-;-;-;-;-;-;-;-;1
"316380 SAO MIGUEL DO ANTA";-;-;-;-;-;1;-;-;-;-;-;-;1
"316400 SAO PEDRO DOS FERROS";2;1;2;1;-;1;-;1;2;2;1;-;13
"316460 SAO SEBASTIAO DO OESTE";-;-;-;-;1;-;-;-;-;-;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";-;1;-;-;-;-;-;-;-;-;-;-;1
"316556 SEM-PEIXE";-;2;1;1;1;2;-;1;1;-;-;-;9
"316557 SENADOR AMARAL";-;-;-;-;-;1;-;-;-;-;-;-;1
"316570 SENADOR FIRMINO";-;-;-;-;-;-;1;-;-;-;-;-;1
"316620 SENHORA DOS REMEDIOS";-;-;-;-;-;-;-;-;-;1;-;1;2
"316630 SERICITA";-;-;-;-;-;1;-;-;-;-;-;-;1
"316670 SERRA DOS AIMORES";-;-;1;-;-;-;1;1;-;-;-;-;3
"316810 TAPIRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"316860 TEOFILO OTONI";-;-;-;-;1;-;3;-;1;-;2;-;7
"316870 TIMOTEO";-;-;-;-;-;-;-;-;-;-;-;1;1
"317000 UBAI";6;6;6;9;5;10;3;10;10;9;9;6;89
"317010 UBERABA";1;1;-;-;-;-;-;-;1;1;-;-;4
"317020 UBERLANDIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"317050 URUCANIA";1;-;1;1;-;-;-;-;-;-;1;-;4
"317080 VARZEA DA PALMA";-;-;-;-;-;-;-;1;1;-;-;-;2
"317107 VEREDINHA";-;-;1;3;1;1;2;-;1;1;-;-;10
"317130 VICOSA";-;-;-;3;-;2;-;-;1;-;-;-;6
"320020 ALEGRE";-;-;-;-;-;-;-;-;1;-;-;-;1
"320040 ANCHIETA";1;-;-;-;-;-;-;-;-;-;-;-;1
"320060 ARACRUZ";1;-;-;-;-;1;-;-;1;1;2;-;6
"320120 CACHOEIRO DE ITAPEMIRIM";-;-;-;-;-;1;-;1;-;-;-;-;2
"320130 CARIACICA";2;1;3;3;1;4;3;5;1;2;5;2;32
"320140 CASTELO";-;-;-;1;-;-;-;-;-;-;-;-;1
"320150 COLATINA";-;1;1;-;-;-;-;-;-;-;-;-;2
"320160 CONCEICAO DA BARRA";-;1;-;1;-;-;-;-;-;-;-;-;2
"320190 DOMINGOS MARTINS";6;3;3;4;6;5;3;4;1;1;2;1;39
"320200 DORES DO RIO PRETO";1;2;4;3;10;1;-;2;-;3;3;3;32
"320220 FUNDAO";-;-;-;-;-;-;1;-;-;1;-;-;2
"320225 GOVERNADOR LINDENBERG";-;-;-;1;-;-;-;-;-;-;-;-;1
"320230 GUACUI";-;-;1;1;-;-;-;-;1;-;-;-;3
"320240 GUARAPARI";-;3;-;-;-;-;-;-;3;-;-;1;7
"320250 IBIRACU";-;-;-;-;-;-;-;1;-;1;-;1;3
"320313 JOAO NEIVA";1;-;-;-;-;-;-;1;-;1;-;-;3
"320316 LARANJA DA TERRA";-;-;1;-;9;7;1;5;-;-;-;-;23
"320320 LINHARES";-;-;-;2;1;1;1;-;1;-;3;-;9
"320334 MARECHAL FLORIANO";1;9;11;2;2;-;2;-;1;2;-;2;32
"320350 MONTANHA";-;-;-;-;-;-;1;-;-;-;-;-;1
"320390 NOVA VENECIA";-;-;-;-;-;-;-;1;-;-;-;-;1
"320405 PEDRO CANARIO";-;1;-;-;-;-;-;-;-;-;-;-;1
"320410 PINHEIROS";-;-;1;-;-;-;-;-;-;-;-;-;1
"320435 RIO BANANAL";-;-;1;-;-;1;-;-;-;-;-;2;4
"320450 SANTA LEOPOLDINA";-;-;1;-;-;1;-;-;1;-;-;-;3
"320455 SANTA MARIA DE JETIBA";2;-;4;8;7;17;11;13;15;23;9;14;123
"320470 SAO GABRIEL DA PALHA";-;-;-;-;-;-;-;-;-;-;4;-;4
"320500 SERRA";2;1;4;3;4;4;3;9;5;3;1;1;40
"320501 SOORETAMA";1;-;-;-;-;-;-;-;-;-;-;-;1
"320510 VIANA";4;-;1;1;2;1;-;2;-;1;-;1;13
"320517 VILA VALERIO";-;-;-;-;-;-;3;-;-;-;-;-;3
"320520 VILA VELHA";-;1;4;1;1;5;1;1;4;2;3;2;25
"320530 VITORIA";2;-;-;1;1;-;2;1;1;3;5;-;16
"330010 ANGRA DOS REIS";-;-;-;-;-;-;-;-;-;1;-;-;1
"330040 BARRA MANSA";-;-;-;1;1;-;-;-;-;-;-;-;2
"330070 CABO FRIO";-;-;1;-;-;-;-;-;-;-;-;-;1
"330160 DUAS BARRAS";1;-;-;-;1;-;-;1;2;-;-;-;5
"330187 IGUABA GRANDE";-;-;-;-;1;-;-;-;-;-;-;-;1
"330227 JAPERI";-;-;-;-;-;-;-;-;-;1;-;-;1
"330240 MACAE";-;1;-;-;-;-;1;-;1;-;-;-;3
"330320 NILOPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;1
"330330 NITEROI";-;-;-;-;-;-;-;1;1;-;-;-;2
"330360 PARACAMBI";-;-;-;-;1;-;-;-;-;-;-;-;1
"330370 PARAIBA DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;1
"330410 PORCIUNCULA";-;1;1;2;-;-;-;-;-;-;-;-;4
"330420 RESENDE";-;-;-;-;-;-;-;-;1;-;-;-;1
"330455 RIO DE JANEIRO";1;-;-;1;-;-;1;2;1;2;2;3;13
"330630 VOLTA REDONDA";2;-;1;-;2;-;-;-;-;1;1;-;7
"350030 AGUAI";-;-;1;-;-;-;-;-;-;-;-;-;1
"350190 AMPARO";1;-;-;-;-;-;-;-;1;-;-;-;2
"350200 ANALANDIA";-;-;-;-;-;-;-;-;-;2;-;-;2
"350250 APARECIDA";-;-;-;-;-;-;-;-;1;-;-;-;1
"350275 ARACARIGUAMA";-;-;-;-;-;-;-;-;-;1;-;-;1
"350280 ARACATUBA";-;-;-;-;-;-;1;-;-;-;-;-;1
"350320 ARARAQUARA";1;-;1;-;1;-;-;-;1;-;-;1;5
"350330 ARARAS";3;-;-;-;-;-;-;-;-;-;-;-;3
"350380 ARTUR NOGUEIRA";1;2;-;-;-;2;-;1;1;-;1;-;8
"350410 ATIBAIA";1;1;1;1;2;1;1;2;3;1;-;2;16
"350530 BARRA BONITA";-;-;-;-;-;1;-;-;-;-;-;-;1
"350570 BARUERI";-;-;-;-;-;-;-;-;-;-;1;-;1
"350600 BAURU";-;-;-;1;-;-;-;-;-;-;-;-;1
"350700 BOITUVA";-;-;1;-;-;-;-;-;-;1;-;-;2
"350760 BRAGANCA PAULISTA";-;-;-;-;1;-;-;-;-;-;-;-;1
"350870 CACONDE";-;-;-;-;-;-;-;-;-;1;-;-;1
"350900 CAIEIRAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"350940 CAJURU";-;-;-;-;1;-;-;1;-;-;-;-;2
"350950 CAMPINAS";5;4;2;2;3;3;2;1;4;1;4;5;36
"350960 CAMPO LIMPO PAULISTA";-;-;-;1;-;-;-;-;-;-;-;-;1
"351020 CAPAO BONITO";-;-;-;-;-;1;-;-;-;-;-;-;1
"351050 CARAGUATATUBA";-;-;-;-;3;1;-;-;-;-;1;-;5
"351060 CARAPICUIBA";2;-;-;1;-;2;-;1;-;1;1;2;10
"351240 CORDEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;1
"351280 COSMOPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;1
"351300 COTIA";-;-;1;-;2;-;-;-;-;-;-;-;3
"351380 DIADEMA";-;-;2;-;-;-;-;-;-;-;-;-;2
"351400 DOBRADA";-;-;-;-;-;-;-;-;-;1;-;-;1
"351570 FERRAZ DE VASCONCELOS";-;1;-;-;-;-;-;-;-;-;-;-;1
"351620 FRANCA";-;-;-;-;-;-;-;1;-;-;-;-;1
"351640 FRANCO DA ROCHA";-;-;-;-;-;-;-;-;-;1;-;-;1
"351820 GUARARAPES";-;-;-;-;-;-;-;1;-;-;-;-;1
"351830 GUARAREMA";-;-;-;-;-;1;-;-;-;-;-;-;1
"351870 GUARUJA";-;-;1;-;-;-;1;1;-;-;-;1;4
"351880 GUARULHOS";1;1;1;2;-;1;2;1;-;-;-;-;9
"351907 HORTOLANDIA";1;-;1;-;-;-;-;2;-;-;-;-;4
"351990 IEPE";-;-;-;-;-;-;-;1;-;-;-;-;1
"352000 IGARACU DO TIETE";-;-;1;-;-;-;-;-;-;-;-;-;1
"352040 ILHABELA";1;-;-;1;1;-;-;-;3;5;2;-;13
"352050 INDAIATUBA";-;-;-;1;-;-;-;-;-;1;-;-;2
"352140 IRACEMAPOLIS";-;-;-;-;-;1;-;1;-;-;-;-;2
"352220 ITAPECERICA DA SERRA";1;-;1;-;-;1;-;-;-;-;-;1;4
"352250 ITAPEVI";1;2;1;-;1;7;6;3;1;1;-;3;26
"352260 ITAPIRA";-;-;1;-;1;-;-;-;-;-;-;-;2
"352310 ITAQUAQUECETUBA";-;1;-;1;1;-;1;-;1;-;-;-;5
"352330 ITARIRI";-;-;-;-;1;-;-;1;-;1;-;-;3
"352340 ITATIBA";-;-;-;1;-;1;-;-;-;-;-;2;4
"352390 ITU";-;1;-;-;-;1;-;-;-;1;-;-;3
"352400 ITUPEVA";-;-;-;-;-;1;-;-;-;-;-;-;1
"352440 JACAREI";-;-;1;-;-;-;-;-;-;-;-;-;1
"352470 JAGUARIUNA";-;-;-;-;1;-;-;1;1;1;-;-;4
"352500 JANDIRA";-;-;-;-;-;-;-;-;-;1;-;-;1
"352550 JOANOPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;1
"352590 JUNDIAI";1;-;-;1;-;1;-;-;-;1;-;-;4
"352610 JUQUIA";-;-;-;1;-;-;-;-;-;-;-;-;1
"352670 LEME";-;2;1;-;2;-;-;2;-;-;-;1;8
"352690 LIMEIRA";1;-;-;-;-;-;-;1;1;-;-;-;3
"352840 MAIRINQUE";-;-;1;-;-;-;-;-;-;-;-;-;1
"352900 MARILIA";-;1;-;-;-;-;-;-;-;-;-;-;1
"353060 MOGI DAS CRUZES";-;1;-;-;-;-;-;-;-;1;3;1;6
"353110 MONGAGUA";-;-;-;-;1;-;-;-;-;-;-;-;1
"353290 NOVA EUROPA";-;-;-;-;-;-;-;1;1;-;-;-;2
"353340 NOVA ODESSA";-;-;-;-;3;1;-;-;-;-;-;-;4
"353440 OSASCO";-;-;-;-;1;-;-;-;-;-;-;1;2
"353470 OURINHOS";-;-;-;-;-;-;-;-;-;-;1;-;1
"353650 PAULINIA";1;-;1;1;-;-;-;-;-;-;-;1;4
"353710 PEDREIRA";-;-;1;-;-;-;-;1;-;-;-;-;2
"353760 PERUIBE";-;-;-;-;-;-;-;1;-;-;-;-;1
"353870 PIRACICABA";2;-;1;-;1;-;-;2;-;-;-;-;6
"354020 PONTAL";-;-;-;2;1;-;-;-;-;1;1;-;5
"354160 PROMISSAO";-;-;-;-;-;-;-;-;-;1;-;-;1
"354220 RANCHARIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"354330 RIBEIRAO PIRES";-;-;-;-;-;-;-;-;-;-;1;-;1
"354340 RIBEIRAO PRETO";2;-;-;-;5;1;-;-;-;-;-;1;9
"354520 SALTO";-;-;-;-;-;-;-;-;-;1;2;1;4
"354580 SANTA BARBARA D'OESTE";-;1;-;1;1;-;-;-;-;-;-;-;3
"354630 SANTA CRUZ DAS PALMEIRAS";-;-;1;-;-;-;-;-;-;-;-;-;1
"354670 SANTA GERTRUDES";3;1;-;-;-;2;-;1;1;2;-;1;11
"354680 SANTA ISABEL";1;-;-;-;-;-;-;-;-;-;-;-;1
"354730 SANTANA DE PARNAIBA";-;1;-;1;-;2;-;-;-;1;-;-;5
"354780 SANTO ANDRE";-;-;-;-;-;-;-;-;-;-;1;-;1
"354850 SANTOS";-;1;1;-;2;3;-;-;1;1;2;1;12
"354870 SAO BERNARDO DO CAMPO";2;-;-;3;-;1;1;1;-;1;-;-;9
"354880 SAO CAETANO DO SUL";-;-;-;-;-;-;-;1;-;-;-;-;1
"354990 SAO JOSE DOS CAMPOS";1;2;1;1;-;1;1;-;-;2;-;3;12
"355030 SAO PAULO";7;8;14;15;20;18;17;11;9;21;10;23;173
"355070 SAO SEBASTIAO";-;1;1;1;-;4;-;-;1;-;-;-;8
"355100 SAO VICENTE";-;2;-;-;-;-;-;-;-;1;1;-;4
"355160 SERRA NEGRA";-;-;-;1;-;-;-;-;-;-;-;-;1
"355170 SERTAOZINHO";1;-;2;2;-;-;-;-;1;-;1;-;7
"355210 SOCORRO";-;-;-;-;-;1;-;1;-;-;-;-;2
"355220 SOROCABA";-;-;1;-;-;-;-;-;-;-;-;-;1
"355240 SUMARE";-;2;1;2;1;-;2;2;1;-;-;2;13
"355280 TABOAO DA SERRA";-;-;-;-;-;-;-;-;-;1;-;-;1
"355400 TATUI";-;-;-;-;-;-;1;-;-;-;-;-;1
"355410 TAUBATE";-;-;-;-;-;-;1;-;1;-;1;-;3
"355450 TIETE";1;3;1;-;2;-;-;-;-;-;-;-;7
"355480 TREMEMBE";-;-;-;-;-;-;-;-;-;-;-;1;1
"355540 UBATUBA";-;-;-;-;-;2;-;-;-;-;-;-;2
"355620 VALINHOS";-;1;-;-;-;-;-;-;-;1;-;1;3
"355630 VALPARAISO";-;-;-;-;-;-;-;-;-;1;-;-;1
"355645 VARGEM GRANDE PAULISTA";-;-;1;-;-;-;-;-;-;-;-;-;1
"355650 VARZEA PAULISTA";-;-;-;-;-;-;-;4;-;1;1;-;6
"355670 VINHEDO";-;-;1;1;-;-;1;-;2;-;-;-;5
"355690 VISTA ALEGRE DO ALTO";-;-;-;-;-;-;1;-;-;-;-;-;1
"355710 VOTUPORANGA";-;-;-;-;-;-;-;-;-;1;-;-;1
"410110 ANDIRA";-;1;-;-;-;-;-;-;-;-;-;-;1
"410140 APUCARANA";-;-;-;-;-;-;1;-;-;-;-;-;1
"410180 ARAUCARIA";-;-;-;1;-;-;-;-;-;-;-;-;1
"410240 BANDEIRANTES";-;-;-;-;-;-;-;-;-;-;1;-;1
"410360 CAMBARA";-;-;1;1;-;-;1;-;-;-;1;-;4
"410370 CAMBE";-;-;-;-;-;-;-;1;1;-;-;-;2
"410690 CURITIBA";-;2;-;1;-;-;-;-;-;-;-;1;4
"410830 FOZ DO IGUACU";1;-;-;-;-;-;-;-;-;-;-;-;1
"410890 GUAIRACA";-;-;-;-;-;-;-;1;-;-;-;-;1
"411290 JUNDIAI DO SUL";-;-;-;2;-;-;-;-;-;4;6;12;24
"411750 PAICANDU";-;-;1;-;-;-;-;-;-;-;-;-;1
"411790 PALOTINA";-;-;1;-;-;-;-;-;-;-;-;-;1
"411950 PIRAQUARA";1;-;-;-;-;-;-;-;-;-;-;-;1
"412240 ROLANDIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"412405 SANTA TEREZINHA DE ITAIPU";-;-;-;-;-;-;-;1;-;-;-;-;1
"412410 SANTO ANTONIO DA PLATINA";-;-;-;-;-;-;-;-;-;1;-;-;1
"412660 SIQUEIRA CAMPOS";-;-;1;-;-;-;-;-;-;-;-;-;1
"412740 TERRA ROXA";-;1;-;-;-;-;-;-;-;-;-;-;1
"412770 TOLEDO";-;-;-;-;-;-;-;-;-;1;-;-;1
"420120 ANTONIO CARLOS";1;-;-;-;-;-;-;-;-;-;-;-;1
"420200 BALNEARIO CAMBORIU";1;-;-;-;-;-;-;-;-;-;-;-;1
"420240 BLUMENAU";-;-;-;-;-;1;-;-;-;-;-;-;1
"420280 BRACO DO NORTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"420590 GASPAR";-;-;-;-;-;-;-;-;-;-;-;1;1
"420610 GRAO PARA";-;-;-;-;-;-;-;1;-;-;-;-;1
"420820 ITAJAI";-;-;-;-;1;-;2;-;-;-;-;-;3
"420890 JARAGUA DO SUL";-;-;-;-;1;-;-;-;-;-;-;-;1
"421130 NAVEGANTES";-;-;-;-;-;-;-;-;-;1;-;-;1
"421480 RIO DO SUL";-;-;-;-;-;-;-;-;-;1;-;-;1
"430570 CONDOR";-;-;-;-;-;-;-;1;-;-;-;-;1
"431470 PLANALTO";-;-;-;-;-;1;-;-;-;-;-;-;1
"500100 APARECIDA DO TABOADO";-;-;-;-;-;2;-;-;-;-;1;-;3
"500270 CAMPO GRANDE";1;-;-;-;-;-;-;-;-;-;-;-;1
"500580 NIOAQUE";-;-;-;-;-;-;-;-;-;1;-;-;1
"500720 RIO BRILHANTE";-;-;1;-;1;-;-;-;-;1;-;-;3
"500830 TRES LAGOAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"510170 BARRA DO BUGRES";-;-;-;-;-;-;-;-;-;-;2;-;2
"510325 COLNIZA";-;-;-;-;-;-;1;1;-;-;-;-;2
"510345 DENISE";-;-;-;-;-;-;1;-;-;-;-;-;1
"510523 LAMBARI D'OESTE";-;-;-;-;-;1;-;1;1;1;1;-;5
"510622 NOVA MUTUM";-;-;-;-;1;-;-;-;-;-;-;-;1
"520410 CACHOEIRA ALTA";-;-;-;-;-;-;-;2;-;-;1;-;3
"520510 CATALAO";-;-;-;-;-;-;1;-;-;-;-;-;1
"520870 GOIANIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"521090 ITAPACI";-;-;-;-;-;1;-;-;-;-;-;-;1
"521250 LUZIANIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"521720 PIRANHAS";-;1;-;-;-;-;-;-;-;-;-;-;1
"521740 PIRES DO RIO";-;-;1;-;-;-;-;-;-;-;-;-;1
"521880 RIO VERDE";-;-;-;1;-;-;-;-;-;-;-;-;1
"522050 SERRANOPOLIS";-;-;-;-;-;1;-;-;1;-;-;-;2
"530010 BRASILIA";1;-;-;1;1;2;1;3;2;4;7;2;24
"Total";321;328;373;406;403;371;329;360;346;375;322;285;4219
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para tabular dados epidemiológicos de um determinado ano selecione na linha a variável de interesse, na Coluna Ano dos 1ºs sintomas;
 em Períodos Disponíveis assinale o ano inicial da série e todos os posteriores até o ano atual (p/ incluir casos notificados com atraso)
 e em Seleções Disponíveis assinale os anos dos 1ºs sintomas (ex: nº de casos com início de sintomas 2007: selecione na linha UF de residência,
 na Coluna Ano de 1ºs sintomas, em Períodos disponíveis 2007 até o ano atual e em Seleções assinale Ano de 1ºs sintomas 2007).
 Dados referentes à vigilância passiva em áreas não endêmicas.
 Dados a partir 2020 do Espírito Santo não estão disponíveis neste sistema, pois são oriundos do Sistema de Informação e-SUS VS, em uso pelo
 estado desde janeiro de 2020.
 Ver também dados da busca ativa de casos enviados ao Programa de Controle de Esquistossomose/SVS/MS no site
 https://datasus.saude.gov.br/acesso-a-informacao/programa-de-controle-da-esquistossomose-pce/
 Dados de 2007 e 2008 atualizados em 02/07/2012.
 Dados de 2009 atualizados em 27/12/2012.
 Dados de 2010 atualizados em 04/11/2013.
 Dados de 2011 atualizados em 29/08/2014.
 Dados de 2012 atualizados em 01/06/2015.
 Dados de 2013 atualizados em 18/12/2017.
 Dados de 2014 atualizados em 17/12/2018.
 Dados de 2015 atualizados em 26/11/2018.
 Dados de 2016 atualizados em 16/09/2019.
 Dados de 2017 atualizados em 24/04/2020.
 Dados de 2018 e 2019 atualizados em 22/08/2022.
 Dados de 2020 atualizados em 25/01/2024, dados sujeitos à revisão.
 Dados de 2021 atualizados em 04/01/2024, dados sujeitos à revisão.
 Dados de 2022 atualizados em 02/02/2024, dados sujeitos à revisão.
 Dados de 2023 atualizados em 26/01/2024, dados sujeitos à revisão.
 * Dados disponibilizados no TABNET em abril de 2024.
 
