 ESQUISTOSSOMOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2014
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260040 AGUA PRETA";-;-;-;-;-;-;-;1;-;-;-;-;1
"260050 AGUAS BELAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"260105 ARACOIABA";-;-;-;-;-;-;1;-;-;-;-;-;1
"260170 BELO JARDIM";-;-;-;-;2;-;-;-;-;-;-;-;2
"260190 BEZERROS";-;-;-;-;-;1;-;1;-;2;1;-;5
"260260 BREJO DA MADRE DE DEUS";-;-;-;1;-;1;-;-;-;-;-;-;2
"260290 CABO DE SANTO AGOSTINHO";-;-;-;-;-;-;-;2;-;-;-;2;4
"260345 CAMARAGIBE";-;-;-;-;-;-;2;-;-;1;-;-;3
"260370 CANHOTINHO";-;-;1;-;-;-;1;2;-;-;1;-;5
"260440 CHA DE ALEGRIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"260540 FEIRA NOVA";-;-;-;-;-;-;-;1;-;-;-;-;1
"260620 GOIANA";-;1;1;-;-;-;-;-;-;-;-;-;2
"260640 GRAVATA";3;5;2;6;-;1;-;4;-;2;-;-;23
"260650 IATI";-;-;-;-;-;-;-;1;-;1;-;-;2
"260660 IBIMIRIM";-;-;-;-;-;-;1;-;-;-;-;-;1
"260720 IPOJUCA";-;-;1;-;-;-;-;-;-;-;-;-;1
"260765 ITAMBE";-;-;1;2;-;-;-;-;-;-;-;-;3
"260775 ITAPISSUMA";-;-;-;1;-;-;-;1;-;-;-;-;2
"260790 JABOATAO DOS GUARARAPES";-;-;1;-;-;-;-;1;-;-;-;-;2
"260875 LAGOA GRANDE";-;-;-;-;-;-;1;-;-;-;-;-;1
"260880 LAJEDO";3;1;3;1;1;1;-;1;-;-;-;-;11
"260950 NAZARE DA MATA";-;-;-;-;-;-;-;-;-;-;1;-;1
"260960 OLINDA";-;-;1;-;-;-;-;-;-;-;-;-;1
"260990 OURICURI";-;-;-;-;-;-;1;-;-;-;-;-;1
"261000 PALMARES";-;-;-;-;1;-;-;-;-;1;2;1;5
"261010 PALMEIRINA";-;1;-;2;-;-;-;-;-;-;-;-;3
"261020 PANELAS";1;1;-;2;-;-;-;-;-;-;-;-;4
"261030 PARANATAMA";-;-;-;-;-;-;-;-;1;1;-;-;2
"261160 RECIFE";14;13;7;11;13;15;10;14;14;13;10;12;146
"261180 RIBEIRAO";-;-;1;-;-;-;-;-;-;-;-;-;1
"261190 RIO FORMOSO";-;-;-;-;-;-;-;1;-;-;-;-;1
"261200 SAIRE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261250 SANTA CRUZ DO CAPIBARIBE";1;-;5;1;-;1;-;1;1;-;1;-;11
"261260 SANTA MARIA DA BOA VISTA";-;-;1;-;-;-;-;-;-;-;-;-;1
"261310 SAO CAITANO";-;-;-;-;-;-;-;1;-;-;1;-;2
"261320 SAO JOAO";-;-;-;-;-;-;-;1;-;-;-;1;2
"261330 SAO JOAQUIM DO MONTE";-;-;1;1;-;-;-;-;-;-;-;-;2
"261370 SAO LOURENCO DA MATA";1;1;1;-;1;-;-;-;-;1;-;-;5
"261450 SURUBIM";-;-;-;-;-;-;-;1;-;-;-;-;1
"261470 TACAIMBO";-;-;-;-;-;-;1;-;-;-;-;-;1
"261530 TIMBAUBA";-;-;-;-;-;-;-;1;-;-;-;-;1
"261540 TORITAMA";2;-;1;2;1;1;1;7;1;2;4;3;25
"261630 VICENCIA";-;-;-;-;1;-;-;-;-;-;12;-;13
"270070 BATALHA";-;-;-;-;-;-;-;-;1;-;-;-;1
"270150 CAMPO GRANDE";-;-;-;-;-;-;-;1;-;-;-;1;2
"270310 IGACI";-;-;-;-;-;1;-;-;-;-;-;-;1
"270370 JARAMATAIA";-;-;-;-;-;-;-;1;-;1;-;-;2
"270430 MACEIO";-;1;-;-;-;-;1;1;1;1;-;-;5
"270540 MONTEIROPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;1
"270590 OLHO D'AGUA GRANDE";1;-;-;-;1;-;-;-;-;-;-;-;2
"270720 POCO DAS TRINCHEIRAS";-;-;-;1;-;-;-;-;-;-;1;-;2
"270800 SANTANA DO IPANEMA";1;-;-;-;-;-;-;-;-;-;-;-;1
"270830 SAO JOSE DA LAJE";2;-;-;-;1;-;-;-;-;-;-;-;3
"270920 TRAIPU";-;1;-;-;-;-;1;-;1;-;1;1;5
"280030 ARACAJU";2;3;5;-;1;2;1;11;6;5;3;4;43
"280120 CANINDE DE SAO FRANCISCO";1;-;-;-;-;2;-;-;-;-;-;-;3
"280130 CAPELA";1;-;-;-;-;-;-;-;-;-;-;-;1
"280140 CARIRA";-;-;-;-;-;-;-;1;-;-;-;-;1
"280220 FEIRA NOVA";-;-;-;-;-;-;-;-;-;-;-;1;1
"280230 FREI PAULO";-;-;-;-;-;-;-;1;-;-;-;-;1
"280260 GRACHO CARDOSO";-;-;-;-;1;-;-;-;-;-;-;-;1
"280290 ITABAIANA";-;-;2;2;7;1;-;-;1;-;-;1;14
"280380 MALHADA DOS BOIS";-;-;-;-;-;-;1;-;-;-;-;1;2
"280410 MOITA BONITA";-;-;-;-;-;1;-;-;-;-;-;-;1
"280420 MONTE ALEGRE DE SERGIPE";-;-;-;-;-;-;-;-;-;-;1;-;1
"280450 NOSSA SENHORA DA GLORIA";-;-;2;-;2;1;-;1;-;-;1;-;7
"280470 NOSSA SENHORA DE LOURDES";-;2;-;-;-;-;-;-;-;-;-;-;2
"280480 NOSSA SENHORA DO SOCORRO";-;-;-;-;-;-;-;-;-;1;-;-;1
"280520 PINHAO";-;-;-;1;-;-;-;-;-;-;-;-;1
"280550 POCO VERDE";-;-;-;-;-;-;-;-;-;-;1;-;1
"280560 PORTO DA FOLHA";-;-;-;-;-;-;-;-;-;-;-;1;1
"280670 SAO CRISTOVAO";-;-;-;-;-;-;-;-;-;-;1;-;1
"280680 SAO DOMINGOS";-;-;-;-;-;-;-;-;6;-;-;-;6
"290010 ABAIRA";-;-;-;1;7;-;-;-;-;-;-;-;8
"290040 AGUA FRIA";-;-;-;-;-;-;-;-;2;-;-;-;2
"290090 ALMADINA";-;-;-;-;-;-;-;-;-;1;-;-;1
"290120 ANAGE";2;-;-;-;-;-;1;-;-;-;-;-;3
"290210 ARACI";-;-;-;-;-;-;-;1;-;-;-;-;1
"290300 BARRA DO MENDES";2;-;-;-;-;-;-;6;-;2;1;-;11
"290320 BARREIRAS";4;1;-;4;3;1;5;5;2;-;1;2;28
"290330 BARRO PRETO";1;-;-;-;-;-;-;-;-;-;-;-;1
"290350 BELO CAMPO";-;2;1;1;1;4;1;1;-;-;1;1;13
"290470 BUERAREMA";1;1;-;-;1;-;-;1;1;-;-;-;5
"290515 CAETANOS";-;-;-;-;-;-;-;-;-;-;-;2;2
"290530 CAFARNAUM";-;-;-;-;-;-;-;-;-;1;-;-;1
"290560 CAMACAN";3;8;4;1;6;7;10;14;10;8;8;5;84
"290685 CAPELA DO ALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;1;1
"290689 CARAIBAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"290740 CATOLANDIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"290780 CICERO DANTAS";-;1;-;-;-;-;-;1;-;-;-;-;2
"290800 COARACI";-;1;1;-;-;-;-;-;1;2;-;-;5
"290810 COCOS";-;-;-;-;-;-;-;-;-;-;-;2;2
"290840 CONCEICAO DO COITE";-;1;-;-;-;1;1;-;-;-;-;-;3
"290910 CORIBE";-;-;-;-;1;-;-;-;-;-;-;-;1
"290920 CORONEL JOAO SA";-;-;-;-;-;-;1;-;-;-;-;-;1
"291080 FEIRA DE SANTANA";-;-;-;1;-;-;2;1;-;-;-;-;4
"291090 FIRMINO ALVES";-;-;-;-;-;-;-;-;-;-;1;-;1
"291100 FLORESTA AZUL";-;-;1;-;-;-;1;-;-;-;-;1;3
"291150 GONGOGI";-;-;-;-;1;1;-;1;4;3;-;2;12
"291170 GUANAMBI";-;-;-;1;-;-;-;-;1;-;2;1;5
"291185 HELIOPOLIS";-;-;-;-;-;-;-;-;-;1;-;-;1
"291210 IBICARAI";-;-;-;-;1;-;-;-;-;-;1;-;2
"291250 IBIPITANGA";-;-;-;-;-;-;-;-;-;-;-;1;1
"291270 IBIRAPITANGA";11;22;11;18;23;5;1;2;4;1;5;1;104
"291280 IBIRAPUA";-;-;-;-;-;-;-;1;-;-;-;1;2
"291330 ICHU";-;-;-;1;-;-;-;-;1;-;-;-;2
"291360 ILHEUS";-;-;-;-;-;1;-;-;-;-;-;-;1
"291380 IPECAETA";-;-;-;-;-;-;-;-;-;-;1;1;2
"291390 IPIAU";-;-;-;-;1;-;-;-;-;-;-;-;1
"291460 IRECE";1;1;1;2;-;1;-;-;-;3;-;1;10
"291480 ITABUNA";-;-;-;-;-;1;-;-;-;-;-;-;1
"291550 ITAJUIPE";1;1;-;1;-;-;-;-;-;-;1;-;4
"291560 ITAMARAJU";1;-;-;1;1;3;-;-;-;-;2;-;8
"291600 ITANHEM";-;-;-;-;-;-;-;1;-;-;-;-;1
"291620 ITAPE";-;1;-;1;-;1;-;-;-;1;-;1;5
"291660 ITAPITANGA";1;2;1;1;2;-;4;2;2;5;-;1;21
"291735 JABORANDI";-;-;1;-;-;-;-;-;-;-;-;-;1
"291800 JEQUIE";-;-;-;-;-;-;2;1;-;-;-;-;3
"291840 JUAZEIRO";-;2;1;-;-;-;2;2;1;1;1;-;10
"291845 JUCURUCU";3;4;5;13;6;5;-;4;-;1;1;-;42
"291855 JUSSARI";2;1;3;-;1;-;1;2;1;2;-;2;15
"291920 LAURO DE FREITAS";-;1;-;-;-;1;-;1;-;-;-;-;3
"291930 LENCOIS";1;-;3;5;3;56;56;18;13;-;-;-;155
"292110 MEDEIROS NETO";-;2;-;4;2;2;3;6;2;-;2;2;25
"292130 MILAGRES";4;1;1;1;2;1;3;5;2;2;2;-;24
"292200 MUCURI";-;-;-;-;-;-;-;-;1;-;-;-;1
"292205 MULUNGU DO MORRO";-;-;-;-;-;-;-;7;3;1;-;1;12
"292290 NOVA SOURE";-;-;-;2;-;-;2;-;1;-;-;1;6
"292360 PARAMIRIM";-;-;-;-;-;-;-;-;-;-;-;1;1
"292380 PARIPIRANGA";-;-;-;-;-;1;1;1;1;1;-;-;5
"292400 PAULO AFONSO";1;-;-;-;1;-;-;-;-;-;-;-;2
"292500 PLANALTO";3;3;2;-;-;-;-;-;-;-;-;-;8
"292595 RAFAEL JAMBEIRO";-;-;-;-;-;-;-;-;-;1;-;-;1
"292620 RIACHAO DAS NEVES";-;-;-;-;1;-;-;-;-;-;-;-;1
"292630 RIACHAO DO JACUIPE";1;-;-;-;-;-;-;-;-;-;-;-;1
"292690 RIO DO PIRES";-;-;1;-;-;-;-;-;-;-;-;-;1
"292730 SALINAS DA MARGARIDA";-;-;-;-;-;-;1;1;-;-;1;1;4
"292740 SALVADOR";-;-;-;-;-;-;-;1;-;-;-;-;1
"292780 SANTA CRUZ DA VITORIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"292800 SANTALUZ";-;-;-;-;-;-;-;1;-;1;-;-;2
"292830 SANTANOPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;1
"292890 SAO DESIDERIO";-;1;5;5;3;1;3;2;1;-;3;2;26
"292935 SAO JOSE DA VITORIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"292950 SAO SEBASTIAO DO PASSE";-;-;-;-;-;-;1;1;-;-;-;-;2
"292970 SATIRO DIAS";-;-;2;1;-;-;1;-;-;2;-;1;7
"293015 SERRA DO RAMALHO";-;-;-;-;-;-;-;1;-;-;-;-;1
"293070 SIMOES FILHO";-;-;-;-;-;-;-;-;-;-;1;-;1
"293105 TANQUE NOVO";-;-;-;-;-;-;-;1;-;-;-;-;1
"293135 TEIXEIRA DE FREITAS";1;-;-;-;1;-;-;-;2;1;-;1;6
"293150 TEOFILANDIA";-;1;-;2;-;-;-;-;-;-;-;-;3
"293180 TREMEDAL";-;-;-;-;-;-;-;-;-;1;-;-;1
"293230 UBATA";5;5;2;10;7;10;10;7;11;6;7;4;84
"293240 UIBAI";-;-;-;-;-;-;-;1;1;-;-;-;2
"293250 UNA";-;-;-;-;-;-;-;-;2;1;-;-;3
"293300 VALENTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"293325 VEREDA";-;-;1;-;1;1;2;-;-;-;1;-;6
"293360 XIQUE-XIQUE";-;-;-;-;-;-;-;-;1;-;-;-;1
"310040 ACAIACA";-;-;-;-;-;-;1;-;-;-;-;-;1
"310050 ACUCENA";2;-;1;1;-;-;4;-;1;1;2;4;16
"310160 ALFENAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"310230 ALVINOPOLIS";-;-;1;-;7;2;3;3;4;1;1;7;29
"310240 ALVORADA DE MINAS";-;-;-;-;-;1;-;1;6;10;-;-;18
"310250 AMPARO DO SERRA";-;2;-;1;1;1;1;3;2;1;-;3;15
"310260 ANDRADAS";1;-;-;-;-;1;-;-;-;-;-;1;3
"310340 ARACUAI";-;-;-;-;-;-;-;-;1;1;-;-;2
"310380 ARAPUA";-;-;-;-;-;-;-;-;1;-;-;-;1
"310445 ARICANDUVA";16;13;22;26;17;20;7;12;19;12;4;-;168
"310540 BARAO DE COCAIS";-;-;-;-;-;-;-;-;2;-;-;-;2
"310560 BARBACENA";-;-;-;-;1;-;-;-;-;-;-;-;1
"310570 BARRA LONGA";1;1;-;-;-;-;-;-;-;-;3;-;5
"310620 BELO HORIZONTE";44;33;40;48;26;30;30;17;34;38;19;31;390
"310630 BELO ORIENTE";-;-;-;-;-;-;-;-;-;-;-;1;1
"310650 BERILO";-;-;-;-;-;-;-;1;-;-;-;1;2
"310670 BETIM";-;1;6;2;4;-;1;3;6;1;2;1;27
"310780 BOM JESUS DO GALHO";11;34;29;18;41;21;24;33;24;27;23;7;292
"310825 BONITO DE MINAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"310860 BRASILIA DE MINAS";-;1;-;-;-;-;-;-;-;-;-;-;1
"310880 BRAUNAS";3;2;6;-;3;1;1;2;4;2;4;2;30
"310900 BRUMADINHO";-;-;-;-;1;-;-;-;1;-;-;1;3
"310925 BUGRE";-;-;-;-;-;-;-;-;-;2;-;-;2
"310930 BURITIS";-;-;-;-;-;-;1;3;2;-;2;-;8
"310950 CABO VERDE";-;-;-;-;-;-;-;-;-;1;-;-;1
"311050 CAMANDUCAIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"311170 CANAA";-;-;-;-;1;-;-;-;-;-;-;-;1
"311220 CAPELA NOVA";-;1;-;-;-;-;-;-;-;-;-;-;1
"311230 CAPELINHA";21;17;26;14;12;8;13;11;19;13;8;15;177
"311250 CAPIM BRANCO";-;-;-;-;-;-;-;-;-;-;1;-;1
"311260 CAPINOPOLIS";-;-;-;-;-;-;-;1;-;-;-;-;1
"311310 CARANAIBA";-;-;-;1;-;1;2;2;1;-;-;2;9
"311340 CARATINGA";82;29;17;13;20;30;89;29;-;-;-;-;309
"311420 CARMO DO CAJURU";-;-;-;-;2;-;-;-;-;-;-;-;2
"311530 CATAGUASES";-;-;1;-;-;-;-;-;1;-;-;-;2
"311540 CATAS ALTAS DA NORUEGA";-;-;-;1;-;-;-;-;1;-;-;2;4
"311615 CHAPADA GAUCHA";-;-;-;-;-;-;1;5;4;-;-;-;10
"311670 COIMBRA";-;-;2;-;-;-;-;-;-;-;-;-;2
"311730 CONCEICAO DAS ALAGOAS";2;3;-;-;-;2;-;1;-;-;1;-;9
"311787 CONFINS";-;-;-;1;-;-;1;-;-;-;-;-;2
"311800 CONGONHAS";-;-;1;-;-;-;1;2;1;1;-;-;6
"311860 CONTAGEM";1;4;3;4;1;2;5;-;2;2;1;2;27
"311920 COROACI";-;2;3;6;5;2;2;4;3;4;3;3;37
"311940 CORONEL FABRICIANO";7;7;8;11;3;9;5;10;7;10;4;5;86
"311950 CORONEL MURTA";-;-;-;-;1;-;-;-;-;-;-;-;1
"311970 CORONEL XAVIER CHAVES";-;-;1;-;-;-;-;-;-;-;-;-;1
"311980 CORREGO DANTA";-;-;-;-;-;-;-;-;1;-;-;-;1
"312000 CORREGO NOVO";1;-;-;-;-;1;1;-;-;-;1;-;4
"312015 CRISOLITA";1;2;1;-;-;-;-;-;-;2;1;-;7
"312060 CRUCILANDIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"312160 DIAMANTINA";-;-;-;-;-;1;-;1;-;-;-;-;2
"312170 DIOGO DE VASCONCELOS";-;1;-;-;-;-;-;-;-;-;-;-;1
"312180 DIONISIO";4;1;-;-;-;-;-;-;-;-;-;-;5
"312190 DIVINESIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"312250 DOM CAVATI";2;3;4;9;9;2;5;4;1;6;3;6;54
"312270 DOM SILVERIO";-;-;-;-;5;1;5;10;3;4;7;12;47
"312470 ESTRELA DO INDAIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"312640 FORTUNA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"312650 FRANCISCO BADARO";-;-;1;-;-;-;1;-;-;-;-;-;2
"312770 GOVERNADOR VALADARES";-;-;-;-;-;-;1;-;-;-;-;-;1
"312930 IAPU";4;2;1;4;5;1;4;4;2;4;3;-;34
"312960 IBIAI";-;-;-;-;-;-;-;-;-;1;-;-;1
"312980 IBIRITE";-;-;1;-;-;-;-;-;4;-;-;-;5
"313055 IMBE DE MINAS";-;-;-;-;1;3;1;-;1;-;2;1;9
"313090 INHAPIM";30;49;42;23;28;26;24;25;32;26;27;17;349
"313115 IPABA";2;7;2;4;3;-;2;1;1;4;2;1;29
"313130 IPATINGA";12;9;5;7;6;2;1;6;8;16;13;17;102
"313240 ITAJUBA";-;-;-;-;1;-;-;-;-;-;-;-;1
"313370 ITATIAIUCU";1;-;-;1;-;1;-;1;1;1;-;-;6
"313380 ITAUNA";-;2;-;2;5;4;2;1;-;2;-;2;20
"313420 ITUIUTABA";-;-;-;-;-;-;-;-;-;-;-;1;1
"313460 JABOTICATUBAS";-;2;2;2;2;1;1;2;2;2;2;2;20
"313500 JAGUARACU";-;-;-;-;-;-;-;1;-;-;-;-;1
"313530 JAPARAIBA";-;-;-;-;-;-;-;-;-;-;1;-;1
"313540 JECEABA";1;-;-;-;-;-;-;-;-;-;-;-;1
"313545 JENIPAPO DE MINAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"313550 JEQUERI";5;2;3;1;1;1;-;1;1;1;1;-;17
"313610 JOANESIA";5;4;6;7;4;1;3;5;1;7;6;-;49
"313670 JUIZ DE FORA";1;-;-;1;1;-;-;-;-;1;-;-;4
"313695 JUVENILIA";-;2;-;-;-;1;-;1;-;-;-;-;4
"313930 MANGA";-;-;-;-;-;-;1;1;-;-;-;-;2
"313940 MANHUACU";-;-;-;-;-;-;-;-;1;-;-;-;1
"314020 MARIPA DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"314080 MATIAS BARBOSA";-;-;-;-;-;-;-;-;-;-;1;-;1
"314100 MATO VERDE";-;-;-;-;-;-;-;-;-;-;1;-;1
"314170 MESQUITA";5;7;3;8;6;2;1;1;2;6;4;9;54
"314200 MIRABELA";-;-;-;-;-;-;-;-;1;-;-;1;2
"314210 MIRADOURO";-;2;-;-;-;-;-;-;2;1;1;-;6
"314225 MIRAVANIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"314240 MOEMA";-;-;-;-;-;-;-;-;-;-;-;1;1
"314270 MONTALVANIA";-;-;-;2;-;1;5;2;3;4;1;-;18
"314340 MONTE SIAO";-;-;1;-;-;-;-;-;-;-;-;-;1
"314430 NANUQUE";-;-;1;-;-;-;-;-;-;-;-;-;1
"314490 NOVA MODICA";2;1;-;-;-;-;-;-;2;-;-;-;5
"314520 NOVA SERRANA";-;-;-;-;-;-;1;-;7;1;3;4;16
"314530 NOVO CRUZEIRO";2;3;3;1;1;-;-;-;-;-;-;-;10
"314580 ONCA DE PITANGUI";-;-;-;-;-;-;-;-;-;-;1;-;1
"314585 ORATORIOS";-;1;1;1;1;1;1;1;1;1;-;-;9
"314590 OURO BRANCO";-;-;1;-;-;-;-;-;-;-;-;-;1
"314800 PATOS DE MINAS";-;-;1;-;-;-;-;-;-;-;-;-;1
"314820 PATROCINIO DO MURIAE";-;1;-;-;-;-;-;-;-;-;-;-;1
"314830 PAULA CANDIDO";1;-;-;-;-;-;-;1;-;-;-;-;2
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;-;-;1;2;-;-;1;-;-;4
"315000 PESCADOR";-;-;-;-;-;-;-;-;1;-;-;-;1
"315015 PIEDADE DE CARATINGA";3;-;-;2;1;-;1;1;-;-;3;1;12
"315020 PIEDADE DE PONTE NOVA";1;-;1;-;1;1;-;-;-;-;-;1;5
"315053 PINGO-D'AGUA";-;-;-;-;-;-;1;2;-;-;-;-;3
"315070 PIRAJUBA";-;2;-;-;-;-;-;1;-;-;-;-;3
"315080 PIRANGA";-;-;-;-;-;-;-;-;-;1;1;-;2
"315140 PITANGUI";-;1;-;-;-;1;-;-;-;-;-;-;2
"315150 PIUMHI";-;-;-;1;-;-;-;-;1;-;4;-;6
"315180 POCOS DE CALDAS";-;1;-;-;1;-;-;-;1;-;-;1;4
"315210 PONTE NOVA";4;2;3;4;2;7;5;1;1;5;2;3;39
"315380 QUELUZITO";-;-;-;1;-;-;-;-;-;-;-;-;1
"315400 RAUL SOARES";5;3;1;5;5;3;14;6;7;9;6;9;73
"315430 RESPLENDOR";-;-;-;-;1;-;-;-;-;-;2;2;5
"315460 RIBEIRAO DAS NEVES";-;-;-;1;-;3;1;1;-;-;-;-;6
"315490 RIO CASCA";2;2;3;-;1;-;1;1;1;1;2;1;15
"315500 RIO DOCE";-;-;-;-;-;-;6;2;1;-;-;1;10
"315520 RIO ESPERA";3;3;7;7;10;6;9;10;5;-;-;-;60
