LEPTOSPIROSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2023
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"291480 Itabuna";-;-;2;-;-;-;-;-;-;-;-;-;2
"291800 Jequié";1;-;-;1;2;-;-;-;-;-;-;1;5
"291840 Juazeiro";-;1;-;-;-;-;-;-;-;-;-;-;1
"292050 Maracás";-;-;-;-;-;-;-;1;-;-;-;-;1
"292530 Porto Seguro";-;1;-;-;1;-;-;-;-;-;-;1;3
"292740 Salvador";3;3;5;6;18;16;12;9;3;7;5;6;93
"292870 Santo Antônio de Jesus";-;-;-;1;1;-;1;-;-;-;1;-;4
"293290 Valença";-;1;-;-;1;-;-;-;-;-;-;-;2
"310080 Aguanil";-;-;-;-;-;-;-;1;-;-;-;-;1
"310150 Além Paraíba";-;-;-;-;-;-;-;-;-;-;-;1;1
"310360 Arantina";2;-;-;-;-;-;-;-;-;-;-;-;2
"310400 Araxá";-;-;1;1;-;-;-;-;-;-;-;-;2
"310410 Arceburgo";-;-;-;-;-;-;1;-;-;-;-;-;1
"310490 Baependi";-;-;-;1;-;-;-;-;-;-;-;-;1
"310560 Barbacena";1;-;2;-;-;-;-;-;-;-;-;-;3
"310620 Belo Horizonte";4;-;1;3;5;2;1;1;3;-;2;1;23
"310670 Betim";2;-;1;1;-;-;-;-;-;-;-;-;4
"310710 Boa Esperança";-;-;1;-;-;-;-;-;-;-;1;-;2
"310760 Bom Jesus da Penha";-;-;-;-;-;-;-;-;-;-;-;1;1
"310800 Bom Sucesso";-;-;-;-;-;-;-;-;-;1;-;-;1
"310900 Brumadinho";-;-;1;-;-;-;-;-;1;-;-;-;2
"311050 Camanducaia";-;-;2;-;-;-;-;-;-;-;-;-;2
"311320 Carandaí";1;-;-;-;-;-;-;-;-;-;-;-;1
"311330 Carangola";2;-;-;1;-;-;-;-;1;1;-;-;5
"311340 Caratinga";-;-;-;-;-;-;-;-;-;-;-;1;1
"311370 Carlos Chagas";-;-;-;-;-;-;-;-;-;-;-;1;1
"311530 Cataguases";1;-;-;-;-;-;-;-;-;-;1;-;2
"311550 Caxambu";-;-;-;1;-;-;-;-;-;-;-;-;1
"311570 Central de Minas";-;-;1;-;-;-;-;-;-;-;-;-;1
"311800 Congonhas";-;-;-;-;1;-;-;-;-;-;-;1;2
"311830 Conselheiro Lafaiete";1;-;-;-;-;-;-;-;1;-;-;-;2
"311860 Contagem";1;1;-;-;-;-;-;-;-;-;-;-;2
"311940 Coronel Fabriciano";-;-;1;-;-;-;-;-;-;-;-;-;1
"312080 Cruzília";-;-;1;-;-;-;-;-;-;-;-;-;1
"312160 Diamantina";-;-;-;-;-;1;-;-;-;-;-;-;1
"312230 Divinópolis";1;-;-;-;-;-;1;-;-;-;-;-;2
"312250 Dom Cavati";-;-;-;-;1;-;-;-;-;-;-;-;1
"312390 Entre Rios de Minas";-;-;-;1;-;-;-;-;-;-;-;-;1
"312420 Espera Feliz";-;-;-;-;-;-;-;-;-;-;1;-;1
"312500 Ewbank da Câmara";-;-;1;-;-;-;-;-;-;-;-;-;1
"312630 Fortaleza de Minas";-;-;-;-;1;-;-;-;-;-;-;-;1
"312980 Ibirité";-;-;-;-;-;-;-;-;-;1;-;-;1
"313130 Ipatinga";-;-;-;-;-;-;-;-;-;-;1;1;2
"313170 Itabira";-;-;-;-;1;-;-;-;-;-;-;-;1
"313190 Itabirito";-;-;-;-;-;-;-;-;-;-;-;1;1
"313240 Itajubá";1;1;1;2;-;-;1;-;-;1;1;1;9
"313300 Itamonte";-;-;-;-;-;-;-;-;-;-;1;-;1
"313375 Itaú de Minas";-;-;-;-;-;1;-;-;-;-;-;-;1
"313610 Joanésia";1;-;-;-;-;-;-;-;-;-;-;-;1
"313670 Juiz de Fora";1;1;2;2;-;-;-;-;-;-;-;1;7
"313720 Lagoa da Prata";-;-;-;-;2;-;-;-;-;1;-;-;3
"313820 Lavras";-;-;1;-;-;-;-;-;-;-;-;-;1
"313840 Leopoldina";1;-;-;-;-;-;-;-;-;-;-;-;1
"313910 Madre de Deus de Minas";-;-;1;-;-;-;-;-;-;-;-;-;1
"313920 Malacacheta";1;-;1;-;-;-;-;-;-;-;-;-;2
"313940 Manhuaçu";1;-;-;1;1;-;-;-;-;-;-;-;3
"313950 Manhumirim";-;-;-;-;-;-;-;1;-;-;-;-;1
"314220 Miraí";1;-;-;-;-;-;-;-;-;-;-;-;1
"314310 Monte Carmelo";1;-;-;-;-;-;-;-;-;-;-;-;1
"314320 Monte Santo de Minas";-;-;1;-;-;-;-;-;-;-;1;-;2
"314340 Monte Sião";-;-;-;-;-;-;-;-;1;-;-;-;1
"314390 Muriaé";1;-;-;1;-;2;-;-;-;-;-;-;4
"314400 Mutum";-;-;-;-;-;-;-;1;-;-;-;1;2
"314480 Nova Lima";2;1;-;-;-;-;-;-;-;-;-;-;3
"314560 Oliveira";-;-;-;-;-;-;-;-;-;-;1;-;1
"314590 Ouro Branco";-;-;-;-;-;-;-;-;-;-;-;1;1
"314710 Pará de Minas";-;1;-;-;-;-;-;-;1;-;-;-;2
"314730 Paraisópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"314760 Passa Quatro";1;-;1;1;-;-;-;-;-;-;-;-;3
"314790 Passos";-;-;1;-;-;1;-;-;-;-;-;-;2
"314800 Patos de Minas";-;-;-;-;-;1;-;1;1;-;-;2;5
"314990 Perdões";1;-;1;-;-;-;-;-;-;-;-;-;2
"315070 Pirajuba";-;-;-;-;-;1;-;-;-;-;-;-;1
"315090 Piranguçu";-;-;1;-;-;-;-;1;-;-;-;-;2
"315120 Pirapora";1;-;-;-;-;-;-;-;-;-;-;-;1
"315210 Ponte Nova";-;1;-;1;1;-;-;-;-;-;-;-;3
"315250 Pouso Alegre";-;-;-;2;1;1;2;-;-;1;-;3;10
"315260 Pouso Alto";-;-;2;-;-;-;-;-;-;-;-;-;2
"315460 Ribeirão das Neves";-;-;-;1;-;-;-;-;-;-;-;-;1
"315590 Rio Preto";-;1;-;-;-;-;-;-;-;-;-;-;1
"315780 Santa Luzia";-;-;-;-;-;-;-;-;1;1;-;-;2
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;1;-;-;-;-;-;-;1
"316210 São Gotardo";-;-;-;-;-;1;-;-;-;-;-;-;1
"316295 São José da Lapa";-;-;-;-;1;-;-;-;-;-;-;-;1
"316370 São Lourenço";2;-;1;-;-;-;-;-;-;-;-;-;3
"316390 São Pedro da União";1;-;-;-;-;-;-;-;-;-;-;-;1
"316470 São Sebastião do Paraíso";-;-;1;-;-;-;-;-;-;1;-;-;2
"316730 Silveirânia";1;-;-;-;1;-;-;-;-;-;-;-;2
"316870 Timóteo";-;-;1;-;-;-;-;-;-;-;-;-;1
"316990 Ubá";4;-;1;-;-;1;-;-;-;1;1;-;8
"317010 Uberaba";1;-;-;-;1;-;-;-;-;1;-;-;3
"317020 Uberlândia";2;1;1;1;1;1;1;-;-;-;-;1;9
"317130 Viçosa";-;-;-;-;-;-;-;-;-;1;-;-;1
"317140 Vieiras";1;-;-;-;-;-;-;-;-;-;-;-;1
"317170 Virgínia";-;2;-;-;-;-;1;-;-;2;-;-;5
"330010 Angra dos Reis";-;3;1;-;-;1;-;-;-;1;-;1;7
"330030 Barra do Piraí";-;1;1;-;-;-;-;-;-;1;-;-;3
"330040 Barra Mansa";-;-;4;-;-;-;-;-;-;-;-;-;4
"330045 Belford Roxo";-;1;-;1;-;-;-;-;-;-;-;-;2
"330050 Bom Jardim";-;-;1;-;-;-;1;-;-;-;-;-;2
"330070 Cabo Frio";-;-;-;-;2;-;-;-;-;-;-;-;2
"330080 Cachoeiras de Macacu";-;-;-;-;-;-;-;-;-;-;-;1;1
"330100 Campos dos Goytacazes";-;1;1;-;-;1;1;-;-;1;-;2;7
"330110 Cantagalo";1;-;-;-;-;-;-;-;-;-;-;-;1
"330130 Casimiro de Abreu";1;1;-;-;-;-;-;-;-;-;-;2;4
"330150 Cordeiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"330170 Duque de Caxias";6;3;3;-;-;1;-;1;1;-;1;2;18
"330185 Guapimirim";-;-;-;-;-;-;-;-;-;-;-;1;1
"330190 Itaboraí";-;-;-;-;-;-;-;-;-;1;-;-;1
"330200 Itaguaí";-;-;-;-;2;-;-;1;-;-;-;-;3
"330220 Itaperuna";-;-;2;1;-;2;1;-;-;2;-;-;8
"330240 Macaé";-;1;1;-;-;-;-;-;1;1;-;1;5
"330250 Magé";-;1;-;-;-;1;-;-;1;1;-;1;5
"330260 Mangaratiba";-;-;1;-;-;-;-;-;-;-;-;1;2
"330270 Maricá";-;1;1;1;-;-;-;-;1;-;-;-;4
"330290 Miguel Pereira";-;-;-;-;-;-;-;-;1;-;-;-;1
"330300 Miracema";-;-;-;1;-;-;-;-;-;-;-;-;1
"330330 Niterói";2;2;4;-;-;-;-;-;-;-;-;-;8
"330340 Nova Friburgo";-;2;2;-;-;-;-;1;1;-;2;1;9
"330350 Nova Iguaçu";-;-;-;2;-;1;-;1;-;1;1;-;6
"330370 Paraíba do Sul";-;1;-;-;-;-;-;-;-;-;-;-;1
"330380 Paraty";-;1;1;1;-;-;-;-;2;-;1;1;7
"330390 Petrópolis";-;3;1;2;-;-;1;-;1;-;-;-;8
"330395 Pinheiral";1;-;-;-;-;-;-;-;-;-;-;-;1
"330400 Piraí";-;-;1;-;-;-;1;-;-;1;-;-;3
"330410 Porciúncula";-;-;-;-;-;-;-;-;1;-;-;-;1
"330411 Porto Real";-;-;-;-;-;-;-;-;-;1;-;-;1
"330420 Resende";-;-;1;1;-;-;-;-;-;1;1;1;5
"330430 Rio Bonito";-;-;-;-;-;-;-;-;-;-;-;1;1
"330440 Rio Claro";-;-;1;-;-;-;-;-;-;-;1;-;2
"330452 Rio das Ostras";-;-;-;-;-;-;-;-;-;-;-;2;2
"330455 Rio de Janeiro";13;16;14;4;6;4;2;3;6;4;5;13;90
"330470 Santo Antônio de Pádua";-;-;1;-;1;1;-;-;-;-;-;-;3
"330480 São Fidélis";-;-;-;-;-;-;-;-;-;-;-;1;1
"330490 São Gonçalo";2;7;10;-;1;-;-;1;1;2;-;-;24
"330510 São João de Meriti";-;-;1;1;-;-;1;1;-;-;-;-;4
"330520 São Pedro da Aldeia";-;1;-;-;1;-;-;-;-;-;-;-;2
"330540 Sapucaia";-;-;-;-;-;-;-;1;-;-;-;-;1
"330550 Saquarema";1;-;1;-;-;-;-;-;1;-;-;-;3
"330560 Silva Jardim";-;-;-;-;-;-;1;-;-;-;-;-;1
"330580 Teresópolis";-;1;-;-;-;1;-;-;-;-;-;-;2
"330600 Três Rios";-;-;-;-;-;-;1;-;-;-;-;-;1
"330610 Valença";-;1;5;2;-;-;-;-;-;1;-;2;11
"330620 Vassouras";-;1;-;-;-;-;-;-;1;-;-;-;2
"330630 Volta Redonda";1;1;1;3;1;1;-;3;-;2;1;1;15
"350040 Águas da Prata";-;-;1;-;-;-;-;-;-;-;-;-;1
"350115 Alumínio";-;-;-;-;-;-;-;-;-;-;1;-;1
"350160 Americana";-;-;1;-;-;-;-;-;-;-;-;-;1
"350250 Aparecida";-;-;-;1;-;-;1;-;-;-;-;-;2
"350400 Assis";-;1;-;-;-;-;-;-;-;-;-;-;1
"350410 Atibaia";-;-;-;-;-;-;-;-;-;-;-;1;1
"350450 Avaré";-;-;-;-;-;-;-;-;-;-;1;-;1
"350550 Barretos";-;-;-;-;-;-;1;-;-;-;-;-;1
"350570 Barueri";2;-;1;1;-;-;1;-;-;-;1;-;6
"350600 Bauru";1;1;-;-;-;-;-;-;-;-;-;-;2
"350610 Bebedouro";-;-;-;-;-;-;-;-;1;-;-;-;1
"350635 Bertioga";-;-;1;-;-;-;-;-;-;-;-;-;1
"350660 Biritiba-Mirim";-;-;-;-;-;-;-;-;-;1;-;-;1
"350750 Botucatu";-;1;-;1;-;-;-;1;-;-;-;-;3
"350760 Bragança Paulista";-;-;1;-;2;-;-;-;-;-;-;-;3
"350850 Caçapava";-;-;1;-;-;-;-;-;-;-;-;-;1
"350950 Campinas";3;5;1;2;-;-;-;-;1;3;-;1;16
"350970 Campos do Jordão";1;-;-;-;-;-;-;-;-;-;-;-;1
"351040 Capivari";-;1;-;-;-;-;-;-;-;-;-;-;1
"351050 Caraguatatuba";-;-;4;-;-;-;-;-;-;-;-;-;4
"351060 Carapicuíba";-;2;1;-;-;-;-;-;-;-;-;-;3
"351160 Cesário Lange";-;-;-;-;-;-;-;-;-;1;-;-;1
"351200 Colina";-;-;-;-;-;-;-;-;-;-;-;1;1
"351280 Cosmópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"351300 Cotia";-;-;-;-;1;-;1;-;-;-;-;1;3
"351340 Cruzeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"351350 Cubatão";-;-;1;-;1;-;-;-;1;-;-;-;3
"351360 Cunha";-;-;1;-;-;-;-;-;-;-;-;-;1
"351380 Diadema";-;1;2;1;1;-;-;-;-;-;1;-;6
"351390 Divinolândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"351500 Embu das Artes";-;-;-;-;-;1;-;-;1;-;-;-;2
"351518 Espírito Santo do Pinhal";-;1;-;-;-;1;-;1;-;-;-;-;3
"351550 Fernandópolis";1;-;-;2;-;-;-;-;-;-;-;-;3
"351570 Ferraz de Vasconcelos";-;-;1;-;-;-;-;1;-;-;-;-;2
"351620 Franca";-;1;-;-;-;-;-;-;-;-;-;-;1
"351630 Francisco Morato";-;-;-;-;-;-;-;-;-;-;1;-;1
"351640 Franco da Rocha";-;-;-;-;-;-;1;-;-;-;-;-;1
"351840 Guaratinguetá";-;-;1;-;-;-;-;-;-;-;1;1;3
"351870 Guarujá";6;1;3;2;-;-;-;-;2;1;2;2;19
"351880 Guarulhos";2;1;1;3;3;-;1;2;-;2;-;2;17
"351907 Hortolândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"351970 Ibiúna";1;1;-;2;-;-;-;-;1;-;-;-;5
"352210 Itanhaém";1;-;-;-;-;1;1;-;-;-;1;1;5
"352220 Itapecerica da Serra";-;1;-;-;-;-;-;1;2;2;3;-;9
"352230 Itapetininga";1;-;1;-;-;-;-;-;-;1;-;-;3
"352240 Itapeva";2;-;-;-;-;-;-;-;-;-;-;-;2
"352250 Itapevi";-;1;4;2;-;1;-;-;-;-;-;-;8
"352310 Itaquaquecetuba";1;2;2;1;-;-;-;-;-;-;-;-;6
"352390 Itu";-;-;-;-;-;-;1;-;-;-;-;-;1
"352440 Jacareí";-;-;-;-;-;-;-;1;-;-;1;-;2
"352470 Jaguariúna";-;-;-;1;-;-;-;-;-;-;-;-;1
"352590 Jundiaí";-;1;1;1;-;-;-;-;-;-;-;-;3
"352670 Leme";-;-;-;-;-;-;-;1;-;-;-;-;1
"352690 Limeira";-;-;-;-;-;-;-;-;-;-;-;1;1
"352720 Lorena";-;-;-;-;1;-;-;-;-;-;-;-;1
"352900 Marília";-;-;-;-;-;-;-;-;-;-;1;-;1
"352940 Mauá";-;1;-;-;1;-;-;-;-;-;1;-;3
"352990 Miracatu";-;-;-;-;-;1;-;-;-;-;-;-;1
"353050 Mococa";-;-;-;1;-;-;-;1;-;-;-;-;2
"353060 Mogi das Cruzes";2;3;3;-;-;-;-;-;-;-;-;-;8
"353070 Mogi Guaçu";-;-;-;-;-;-;1;-;-;-;-;-;1
"353340 Nova Odessa";-;-;-;-;-;-;-;-;-;1;-;-;1
"353440 Osasco";1;-;1;1;-;-;-;-;1;-;-;1;5
"353620 Pariquera-Açu";1;-;-;-;-;-;1;-;-;1;-;1;4
"353650 Paulínia";1;-;-;-;-;-;-;-;-;-;-;-;1
"353760 Peruíbe";-;-;1;-;-;-;-;-;-;-;-;-;1
"353780 Piedade";-;-;-;-;-;-;1;-;-;-;-;-;1
"353800 Pindamonhangaba";-;1;-;-;-;-;-;-;-;-;1;-;2
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;1;-;-;-;1
"353870 Piracicaba";-;1;1;-;1;1;-;-;-;1;-;-;5
"353930 Pirassununga";-;-;-;-;-;1;-;-;-;-;-;-;1
"353980 Poá";-;-;1;-;-;-;-;-;-;-;-;-;1
"354060 Porto Feliz";1;-;-;-;-;-;-;-;-;-;-;-;1
"354100 Praia Grande";-;-;1;1;1;-;-;1;1;-;2;1;8
"354300 Ribeirão Branco";-;1;-;-;-;-;-;-;-;-;-;-;1
"354330 Ribeirão Pires";-;-;-;1;-;-;-;-;-;-;-;-;1
"354340 Ribeirão Preto";-;-;-;-;1;-;-;1;-;-;-;-;2
"354390 Rio Claro";-;-;1;-;-;-;-;-;-;-;-;1;2
"354540 Salto Grande";-;-;-;-;-;-;1;-;-;-;-;-;1
"354670 Santa Gertrudes";-;-;-;-;1;-;-;-;-;-;-;-;1
