LEPTOSPIROSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2020
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"420800 Itá";-;-;-;-;-;-;-;-;-;-;-;1;1
"420810 Itaiópolis";-;-;-;-;-;-;-;-;-;-;-;1;1
"420820 Itajaí";3;1;2;-;-;-;-;-;-;-;-;-;6
"420830 Itapema";-;1;-;1;-;1;-;-;-;-;-;-;3
"420850 Ituporanga";-;-;-;-;-;-;1;-;-;-;-;-;1
"420880 Jaguaruna";-;1;-;-;-;-;-;-;-;1;-;-;2
"420890 Jaraguá do Sul";3;1;-;-;-;-;1;-;-;-;-;-;5
"420910 Joinville";1;6;1;4;-;2;-;-;-;1;-;3;18
"420917 Jupiá";-;-;-;-;-;1;-;-;-;-;-;-;1
"420940 Laguna";1;1;-;-;-;-;-;-;-;1;-;-;3
"421000 Luiz Alves";-;-;1;-;-;-;-;-;-;-;-;-;1
"421010 Mafra";1;-;-;-;-;-;-;-;-;-;-;-;1
"421050 Maravilha";1;-;1;-;-;-;-;-;-;-;-;-;2
"421145 Nova Itaberaba";-;-;1;1;-;-;-;-;-;-;-;-;2
"421150 Nova Trento";-;1;-;-;-;-;-;-;-;-;-;-;1
"421210 Palmitos";-;-;-;-;-;-;-;-;1;-;-;-;1
"421315 Planalto Alegre";-;-;1;-;-;-;-;-;-;-;-;-;1
"421320 Pomerode";-;2;-;-;-;-;-;-;-;-;-;-;2
"421480 Rio do Sul";1;1;-;-;-;-;-;-;-;-;-;-;2
"421490 Rio Fortuna";-;2;-;-;-;-;-;-;-;-;-;-;2
"421530 Salete";-;1;-;-;-;1;-;-;-;-;-;-;2
"421545 Sangão";1;-;-;-;-;-;-;-;-;-;-;-;1
"421580 São Bento do Sul";-;-;-;-;1;-;-;-;-;-;-;-;1
"421660 São José";2;3;1;1;1;-;-;-;-;-;-;-;8
"421710 São Martinho";-;-;-;1;-;-;-;-;-;-;-;-;1
"421720 São Miguel do Oeste";1;-;-;-;-;-;1;-;-;-;-;-;2
"421750 Seara";-;1;-;-;-;-;-;-;-;-;-;-;1
"421820 Timbó";-;-;-;-;-;-;-;-;-;-;1;-;1
"421870 Tubarão";-;-;-;-;-;1;-;-;-;-;-;-;1
"421875 Tunápolis";1;-;-;-;-;-;-;-;-;-;-;-;1
"421920 Vidal Ramos";1;1;-;-;-;-;-;-;-;-;-;-;2
"421930 Videira";-;-;1;1;-;-;-;-;-;-;-;-;2
"421950 Xanxerê";-;-;-;-;-;-;-;-;-;1;-;-;1
"430010 Agudo";3;2;1;1;-;-;-;-;-;-;-;-;7
"430030 Alecrim";-;-;2;-;-;-;-;-;-;-;-;-;2
"430040 Alegrete";-;-;-;-;-;-;-;-;-;1;-;-;1
"430066 André da Rocha";-;-;-;1;-;-;-;-;-;-;-;-;1
"430100 Arroio do Meio";-;-;-;-;-;1;-;-;-;-;-;-;1
"430107 Arroio do Padre";-;-;-;-;1;-;-;-;-;-;-;-;1
"430210 Bento Gonçalves";2;-;-;-;-;-;-;-;-;1;-;-;3
"430222 Boa Vista do Cadeado";-;1;-;-;-;-;-;-;-;-;-;-;1
"430300 Cachoeira do Sul";-;1;3;-;-;-;1;-;-;-;1;-;6
"430340 Caiçara";-;-;-;-;-;-;1;-;-;-;-;-;1
"430350 Camaquã";1;-;-;1;-;-;-;2;-;-;-;-;4
"430390 Campo Bom";1;1;-;-;-;-;-;-;-;-;-;-;2
"430420 Candelária";1;1;1;4;-;-;-;-;-;-;-;1;8
"430460 Canoas";1;1;-;-;-;-;1;-;-;1;1;-;5
"430467 Capivari do Sul";-;1;1;-;-;-;-;-;-;-;-;-;2
"430470 Carazinho";-;-;-;-;-;-;-;-;-;1;-;-;1
"430500 Catuípe";-;-;-;1;-;-;-;-;-;-;-;-;1
"430510 Caxias do Sul";1;2;1;1;-;-;-;-;-;-;-;-;5
"430600 Crissiumal";-;-;-;-;-;1;-;-;-;-;-;-;1
"430620 Cruzeiro do Sul";-;-;-;-;1;-;-;-;-;-;-;-;1
"430630 David Canabarro";-;-;-;-;-;-;-;-;-;1;-;-;1
"430640 Dois Irmãos";-;-;-;-;-;-;1;-;-;-;-;1;2
"430650 Dom Feliciano";2;1;-;-;-;-;-;-;-;-;-;1;4
"430660 Dom Pedrito";-;1;-;-;-;-;1;-;-;-;-;-;2
"430670 Dona Francisca";1;-;-;-;-;-;-;1;-;-;-;1;3
"430700 Erechim";1;-;-;-;-;-;-;-;-;-;-;-;1
"430730 Erval Seco";-;-;-;-;-;1;-;-;-;-;-;-;1
"430760 Estância Velha";-;-;-;-;-;-;1;-;-;-;-;-;1
"430780 Estrela";-;-;1;-;-;-;-;-;-;-;-;-;1
"430790 Farroupilha";-;-;-;-;-;1;-;-;-;-;-;-;1
"430800 Faxinal do Soturno";-;1;-;-;2;-;-;-;-;-;-;-;3
"430860 Garibaldi";-;-;-;-;1;-;-;-;-;-;-;-;1
"430900 Giruá";1;-;-;-;-;-;-;-;-;-;-;-;1
"430905 Glorinha";-;1;-;-;-;-;-;-;-;-;-;-;1
"430910 Gramado";1;-;-;-;-;-;-;-;-;-;-;-;1
"430960 Horizontina";1;-;-;-;-;-;-;-;-;-;-;-;1
"431010 Igrejinha";-;2;-;-;-;1;-;-;1;-;-;-;4
"431020 Ijuí";1;1;1;-;-;-;-;1;-;-;1;-;5
"431050 Iraí";-;-;1;-;-;-;-;-;-;-;-;-;1
"431080 Ivoti";1;-;1;1;-;-;-;-;-;-;-;-;3
"431085 Jaboticaba";-;1;-;-;-;-;-;-;-;-;-;-;1
"431100 Jaguarão";-;1;-;-;-;-;-;-;-;-;-;-;1
"431115 Jóia";1;-;-;-;-;-;-;-;-;-;-;-;1
"431140 Lajeado";1;1;-;-;-;-;1;-;-;-;-;-;3
"431160 Liberato Salzano";-;-;-;-;-;-;-;1;-;-;-;-;1
"431180 Marau";-;-;1;-;-;-;-;-;-;-;-;-;1
"431215 Mato Leitão";-;-;1;-;-;-;-;-;-;-;-;-;1
"431220 Maximiliano de Almeida";-;-;-;-;-;-;-;-;-;1;-;-;1
"431265 Não-Me-Toque";1;-;-;-;-;-;-;-;-;-;-;-;1
"431310 Nova Palma";1;-;-;-;-;-;-;-;-;-;-;-;1
"431340 Novo Hamburgo";1;2;1;-;-;1;-;-;-;-;-;1;6
"431350 Osório";-;-;-;-;-;-;1;-;-;-;-;-;1
"431400 Paraí";-;-;-;1;-;-;-;-;-;-;-;-;1
"431405 Parobé";1;-;-;-;-;-;-;-;-;-;-;-;1
"431415 Paverama";-;-;-;-;1;-;-;-;-;-;-;-;1
"431470 Planalto";-;1;-;-;-;-;-;-;-;-;-;-;1
"431475 Poço das Antas";-;1;-;-;-;-;-;-;-;-;-;-;1
"431478 Ponte Preta";-;-;-;-;-;-;-;-;-;-;1;-;1
"431480 Portão";1;-;-;-;-;-;-;-;-;-;-;-;1
"431490 Porto Alegre";3;7;1;3;2;1;-;1;2;1;1;4;26
"431514 Presidente Lucena";-;1;-;-;-;-;-;-;-;-;-;-;1
"431560 Rio Grande";-;-;-;1;-;-;-;-;-;-;-;-;1
"431660 Sananduva";-;-;-;-;-;1;-;-;-;-;-;-;1
"431710 Sant'Ana do Livramento";-;-;1;-;-;-;-;-;-;-;-;-;1
"431680 Santa Cruz do Sul";4;1;1;3;1;-;1;-;-;1;-;-;12
"431690 Santa Maria";-;-;2;-;-;-;1;1;-;1;1;-;6
"431720 Santa Rosa";3;2;1;2;-;-;-;-;-;-;-;-;8
"431730 Santa Vitória do Palmar";1;-;-;-;-;-;-;-;-;-;-;-;1
"431750 Santo Ângelo";-;2;-;-;-;-;-;-;-;-;-;1;3
"431760 Santo Antônio da Patrulha";-;-;-;1;-;-;-;-;-;-;-;-;1
"431848 São José do Hortêncio";-;1;-;-;1;-;-;-;-;-;-;-;2
"431860 São José do Ouro";-;-;-;1;-;-;-;-;-;-;-;-;1
"431870 São Leopoldo";-;-;-;-;-;-;-;1;-;-;-;-;1
"431940 São Pedro do Sul";-;-;1;-;-;-;-;-;-;-;-;-;1
"431975 São Vendelino";1;-;-;-;-;-;-;-;-;-;-;-;1
"432010 Sarandi";-;-;-;-;-;1;-;-;-;-;-;-;1
"432020 Seberi";-;-;1;-;-;-;-;-;-;-;-;-;1
"432090 Tapejara";1;1;-;-;-;-;-;-;-;-;-;-;2
"432120 Taquara";-;-;1;-;-;-;-;-;-;-;-;-;1
"432140 Tenente Portela";-;-;-;-;-;-;-;-;-;1;-;-;1
"432145 Teutônia";1;1;-;-;-;-;-;-;-;-;-;-;2
"432160 Tramandaí";-;-;-;1;-;-;-;-;-;-;-;-;1
"432180 Três de Maio";-;-;3;1;-;-;-;-;-;-;-;-;4
"432210 Tucunduva";-;-;1;-;-;-;-;-;-;-;-;-;1
"432218 Tupanci do Sul";1;-;-;-;-;-;-;-;-;-;-;-;1
"432260 Venâncio Aires";5;1;1;-;-;1;1;-;1;-;-;-;10
"432270 Vera Cruz";1;-;-;-;-;-;-;-;-;1;-;-;2
"432300 Viamão";2;-;2;1;-;-;-;-;-;1;-;-;6
"500270 Campo Grande";-;-;-;-;-;-;-;-;-;1;-;-;1
"500320 Corumbá";-;-;-;-;-;-;-;-;-;1;-;-;1
"500330 Coxim";-;-;1;-;-;-;-;-;-;-;-;-;1
"500370 Dourados";-;-;-;1;1;-;-;-;-;1;-;-;3
"500520 Ladário";1;-;-;-;-;-;-;-;-;-;-;-;1
"500790 Sidrolândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"510325 Colniza";2;2;-;-;-;-;1;-;-;-;-;-;5
"510340 Cuiabá";-;1;-;-;-;-;-;-;-;-;-;-;1
"510515 Juína";-;1;-;-;-;-;1;-;-;-;-;-;2
"510895 Nova Monte Verde";-;1;-;-;-;-;-;-;-;-;-;-;1
"510704 Primavera do Leste";-;-;-;-;-;-;-;-;1;-;-;-;1
"510760 Rondonópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"510795 Tangará da Serra";1;-;-;-;-;-;-;-;-;-;-;-;1
"510835 Vale de São Domingos";-;1;-;-;-;-;-;-;-;-;-;-;1
"510840 Várzea Grande";1;-;1;-;-;-;-;-;-;-;-;-;2
"520540 Ceres";-;1;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";-;3;1;-;2;1;1;1;-;1;-;1;11
"521310 Mineiros";-;1;-;-;-;-;-;-;-;-;-;-;1
"521340 Moiporá";-;-;1;-;-;-;-;-;-;-;-;-;1
"522010 São Luís de Montes Belos";-;-;-;1;-;-;-;-;-;-;-;-;1
"530010 Brasília";2;1;3;4;-;1;-;-;-;3;2;3;19
"Total";350;389;283;159;92;108;94;76;35;94;50;103;1833
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
  Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
  Para tabular dados epidemiológicos de um determinado ano selecione na linha a variável de interesse, na Coluna Ano dos 1ºs sintomas;
 em Períodos Disponíveis assinale o ano inicial da série e todos os posteriores até o ano atual (p/ incluir casos notificados com atraso)
 e em Seleções Disponíveis assinale os anos dos 1ºs sintomas (ex: nº de casos com início de sintomas 2007: selecione na linha UF de residência,
 na Coluna Ano de 1ºs sintomas, em Períodos disponíveis 2007 até o ano atual e em Seleções assinale Ano de 1ºs sintomas 2007).
  Dados de 2020 do Espírito Santo não estão disponíveis neste sistema, pois são oriundos do Sistema de Informação e-SUS VS, em uso pelo estado desde janeiro de 2020.
  Dados de 2007 a 2023 atualizados em 14/04/2024.
  Dados de 2024 atualizados em 28/06/2024, sujeitos à revisão.
 * Dados disponibilizados no TABNET em julho de 2024.
 
